file,surface,n_selected_seasons,train_seasons,valid_seasons,test_seasons,n_train,n_valid,n_test,n_future,n_features,pred_threshold,value_min_edge,value_min_ev,bankroll_initial,kelly_fraction,max_stake_pct,elo_k,elo_initial,elo_inactivity_uncertainty,best_iteration,valid_logloss_raw,test_logloss_raw,valid_logloss_cal,test_logloss_cal,valid_brier,test_brier,valid_accuracy,test_accuracy,test_auc,test_ece_raw,test_ece_cal,calib_used,blend_applied,blend_weight_odds,no_odds_calib_used,tg_mae,tg_rmse
final_z_statami.csv,Clay,25,2002-2022,2023-2024,2025-2026,17729,1718,1000,23,25,0.44,0.04,0.03,1000.0,0.25,0.03,40,1500,0.0,168,0.59444,0.5991,0.60926,0.60255,0.21099,0.20767,0.6502,0.677,0.6526,0.05442,0.04396,blend_odds_noodds_w0.50,1,0.5,raw,6.358,8.715
