iter	MultiClass
294	0.9107419396
295	0.9105457807
296	0.91040145
297	0.910220194
298	0.9101472739
299	0.9100477728
300	0.9099169909
301	0.9097685429
302	0.9094898776
303	0.9092593593
304	0.9090528855
305	0.9089069971
306	0.9087646556
307	0.9086311465
308	0.908485581
309	0.9081837734
310	0.9080855446
311	0.9079233265
312	0.9076737131
313	0.9075448915
314	0.9072438925
315	0.9069752143
316	0.9067864944
317	0.906598204
318	0.9065289278
319	0.9063667648
320	0.9062523654
321	0.906102776
322	0.9058784357
323	0.905665492
324	0.9055007264
325	0.9053136277
326	0.9050943021
327	0.9049361211
328	0.9046923802
329	0.9046254632
330	0.9043643346
331	0.904253832
332	0.9040827732
333	0.9038920977
334	0.9037318319
335	0.9036171069
336	0.9034062774
337	0.9031131376
338	0.9028935394
339	0.9027290944
340	0.9024659498
341	0.9022608507
342	0.9021326356
343	0.9019757868
344	0.9017820025
345	0.9016666501
346	0.9015136406
347	0.9014047769
348	0.9011448848
349	0.9010846624
350	0.9009284257
351	0.9008055712
352	0.9006587677
353	0.9004463825
354	0.900182316
355	0.9000388564
356	0.8998985628
357	0.899696396
358	0.8994889559
359	0.8993201016
360	0.8991402831
361	0.8989221256
362	0.8987375736
363	0.898529134
364	0.8983865321
365	0.8982073534
366	0.8981006192
367	0.8978497339
368	0.8976266012
369	0.8974986776
370	0.8973597646
371	0.8971491598
372	0.8970109281
373	0.8968009748
374	0.8966184396
375	0.8963429114
376	0.8959913876
377	0.8958264107
378	0.8956592205
379	0.8955626379
380	0.8954538332
381	0.8952422112
382	0.8950324955
383	0.8947777887
384	0.8945678952
385	0.8943463111
386	0.8941911452
387	0.8940687799
388	0.8938164205
389	0.8935544494
390	0.8934050165
391	0.8932352254
392	0.8931173747
393	0.8929311277
394	0.8927256259
395	0.8924945813
396	0.8923618583
397	0.8922174133
398	0.8920076721
399	0.8917466098
400	0.8916169277
401	0.8915105252
402	0.8913001701
403	0.891066695
404	0.8908787994
405	0.8906790545
406	0.8904498231
407	0.890284503
408	0.8901189096
409	0.8899588785
410	0.8897305051
411	0.8895374577
412	0.8893520093
413	0.8892298352
414	0.8890979659
415	0.8888687936
416	0.8887215878
417	0.8885202834
418	0.8883571639
419	0.8881754699
420	0.8880828996
421	0.8878746445
422	0.887728678
423	0.8875608279
424	0.8874018506
425	0.8871601018
426	0.8870576139
427	0.886786987
428	0.8866385198
429	0.886490345
430	0.8863483428
431	0.8861134843
432	0.8859704015
433	0.8857428618
434	0.8855842954
435	0.8853890108
436	0.8852126184
437	0.8849570821
438	0.8847073973
439	0.8844762947
440	0.8843042327
441	0.8839019231
442	0.8837969538
443	0.8835897363
444	0.8834057232
445	0.8832803658
446	0.8831360059
447	0.8829337002
448	0.8827925338
449	0.8826503964
450	0.8825506462
451	0.8824063724
452	0.8822703256
453	0.8820450349
454	0.8819077701
455	0.8817538259
456	0.8815285316
457	0.8813531782
458	0.8812858694
459	0.8811291582
460	0.8809486486
461	0.8807892874
462	0.8805936168
463	0.8803831404
464	0.8802534604
465	0.8800308362
466	0.8799195565
467	0.8798111887
468	0.8797182627
469	0.879470517
470	0.8792586729
471	0.8788469247
472	0.8785887418
473	0.8784426236
474	0.8782406211
475	0.8779863969
476	0.8777329074
477	0.8774636734
478	0.8773040316
479	0.8770891094
480	0.8770106705
481	0.8767499833
482	0.8766300038
483	0.8764075838
484	0.8762425706
485	0.8759249075
486	0.8757126417
487	0.8755218457
488	0.8753227365
489	0.8750367828
490	0.8748872964
491	0.8747395979
492	0.8744257073
493	0.8742296663
494	0.8739127695
495	0.8737442188
496	0.8735538019
497	0.8734384375
498	0.8732719206
499	0.8731560156
500	0.8729808064
501	0.8727887949
502	0.8725531101
503	0.8724455533
504	0.8722664949
505	0.8720510716
506	0.8717256409
507	0.8715550401
508	0.871383866
509	0.8711613395
510	0.8710422374
511	0.8709311632
512	0.8707511119
513	0.8704920233
514	0.8703801623
515	0.8702344038
516	0.8701151524
517	0.8699134907
518	0.8697421662
519	0.8695891384
520	0.8695177781
521	0.8694143366
522	0.8692055112
523	0.8690576523
524	0.8689638337
525	0.8688453265
526	0.8685972737
527	0.8683259007
528	0.8681845847
529	0.8680413922
530	0.8678719929
531	0.8677017563
532	0.8675284588
533	0.8672839937
534	0.8670455536
535	0.8669691944
536	0.8667972449
537	0.8664754115
538	0.8663269358
539	0.8661298149
540	0.8658655058
541	0.8656729476
542	0.8654949353
543	0.8652204555
544	0.8649763198
545	0.8648608664
546	0.8647394896
547	0.8646106871
548	0.8644186317
549	0.8642230351
550	0.8640429479
551	0.8638093548
552	0.8636449197
553	0.8634617834
554	0.8631682177
555	0.8629325889
556	0.8627503685
557	0.8625176842
558	0.8623555559
559	0.8621153414
560	0.8618866191
561	0.8617019546
562	0.8614409909
563	0.8613219916
564	0.8611037088
565	0.8609662268
566	0.8607405471
567	0.8605349483
568	0.8603545363
569	0.8600968031
570	0.8598710225
571	0.859697435
572	0.8595333469
573	0.8592335594
574	0.859090379
575	0.8588983066
576	0.8586208295
577	0.8584939725
578	0.8583257698
579	0.8581608717
580	0.8579648749
581	0.8577852568
582	0.8575201605
583	0.8572500728
584	0.8569863583
585	0.8569098455
586	0.856614286
587	0.8563812795
588	0.8562515885
589	0.8559854361
590	0.8558172372
591	0.8555517666
592	0.8553684955
593	0.8550542249
594	0.8548065442
595	0.8546563962
596	0.8545162892
597	0.8542818305
598	0.8540800118
599	0.8539174004
600	0.853769663
601	0.853610205
602	0.8533990729
603	0.8531302239
604	0.8530065511
605	0.85285375
606	0.8526102574
607	0.8523349006
608	0.8522176635
609	0.8520501255
610	0.8519138922
611	0.851788229
612	0.8515733751
613	0.8514226568
614	0.8513051562
615	0.8510310131
616	0.8508677796
617	0.8506610847
618	0.8503717182
619	0.8502542123
620	0.8499262576
621	0.8497296682
622	0.8495469503
623	0.8493057971
624	0.8490856505
625	0.8487933617
626	0.8486476028
627	0.8484840813
628	0.8482740653
629	0.8480603427
630	0.8477546096
631	0.8476065323
632	0.8473869206
633	0.8470833897
634	0.8469466997
635	0.8467338136
636	0.8465687074
637	0.8463032194
638	0.8461092417
639	0.8459604687
640	0.8457977541
641	0.8454908822
642	0.8452821066
643	0.8450434439
644	0.8448837132
645	0.8446306628
646	0.8445468704
647	0.8442492675
648	0.8439203393
649	0.8437731939
650	0.8437089064
651	0.8435451194
652	0.8433789616
653	0.8431970122
654	0.8429366873
655	0.8426741625
656	0.8424273757
657	0.8422595207
658	0.842118237
659	0.8418251981
660	0.8415435986
661	0.8413108812
662	0.8411638967
663	0.8409217284
664	0.8407184483
665	0.8404728982
666	0.840295011
667	0.8400450598
668	0.8398066133
669	0.8396704572
670	0.839497583
671	0.8393150192
672	0.8390369716
673	0.8388307978
674	0.838563264
675	0.838415528
676	0.8382279259
677	0.8380095763
678	0.8377490795
679	0.8374249697
680	0.8371429646
681	0.8368746879
682	0.8366747024
683	0.8364682972
684	0.8362917835
685	0.8361088639
686	0.8359131169
687	0.8357921983
688	0.8355913758
689	0.8353643462
690	0.8349872828
691	0.8347813723
692	0.8345219079
693	0.8343302172
694	0.8340699174
695	0.8339272228
696	0.8336494396
697	0.8334311441
698	0.8331846135
699	0.8329306329
700	0.8327414824
701	0.8325472733
702	0.8324522368
703	0.8322565934
704	0.8320757685
705	0.8317207706
706	0.831438927
707	0.8310515412
708	0.8308761205
709	0.8307415829
710	0.830445086
711	0.8301932608
712	0.8299597192
713	0.829823109
714	0.8296536353
715	0.8294513571
716	0.8293008378
717	0.8291027053
718	0.8289435158
719	0.8286484195
720	0.8284924643
721	0.8282821495
722	0.828063771
723	0.8278157959
724	0.8276506597
725	0.8273687245
726	0.8270716771
727	0.8269316114
728	0.8267333154
729	0.8264287305
730	0.8263063387
731	0.8260367987
732	0.8258170518
733	0.8255837414
734	0.8252581407
735	0.825053052
736	0.8248536341
737	0.8246946485
738	0.8245291919
739	0.8243434957
740	0.8242112213
741	0.8240248397
742	0.8238385636
743	0.8236449519
744	0.8233959693
745	0.823049324
746	0.8227489736
747	0.8225494712
748	0.8223628224
749	0.8220941874
750	0.8218286017
751	0.8216064131
752	0.8213147503
753	0.8210190805
754	0.8207467189
755	0.8206159313
756	0.8203472654
757	0.8200607001
758	0.8198143156
759	0.819541252
760	0.8192815855
761	0.8190665445
762	0.8187591556
763	0.8185523373
764	0.8183727398
765	0.8182414603
766	0.8179928515
767	0.8177284964
768	0.817513362
769	0.8173502558
770	0.81708999
771	0.8168461427
772	0.8166656306
773	0.8165263574
774	0.8163269298
775	0.8160817122
776	0.8159087024
777	0.8156929602
778	0.8153953476
779	0.815202825
780	0.8150100862
781	0.8148562343
782	0.8146450506
783	0.81441946
784	0.8142975864
785	0.8141312405
786	0.8139351859
787	0.8137322094
788	0.813573656
789	0.8133756415
790	0.8131068149
791	0.8128868639
792	0.8126078302
793	0.8123861895
794	0.812216161
795	0.8118719616
796	0.8116964338
797	0.8113832585
798	0.8111803208
799	0.8110219039
800	0.8109257237
801	0.8105729521
802	0.8102985797
803	0.8100451609
804	0.8097371935
805	0.8094438801
806	0.809255932
807	0.809036389
808	0.8087201098
809	0.8084436641
810	0.8082053169
811	0.8079059264
812	0.8077598302
813	0.8075594187
814	0.8072155631
815	0.807038016
816	0.806814394
