ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
8.0,Dallas,Dallas Open,2026-02-14,ATP500,Indoor,Hard,Semifinals,3,Fritz T.,Cilic M.,20.0,35.0,588.0,220.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.5,,,1.57,2.5,1.54,2.43,1.59,2.66
7.0,Buenos Aires,Argentina Open,2026-02-14,ATP250,Outdoor,Clay,Quarterfinals,3,Darderi L.,Martinez P.,14.0,104.0,774.0,13.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.17,5.5,,,1.19,5.5,1.17,4.91,1.18,6.4
7.0,Buenos Aires,Argentina Open,2026-02-14,ATP250,Outdoor,Clay,Semifinals,3,Darderi L.,Baez S.,14.0,28.0,774.0,373.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.62,2.3,,,1.65,2.33,1.62,2.26,1.68,2.44
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-15,ATP500,Indoor,Hard,The Final,3,De Minaur A.,Auger-Aliassime F.,7.0,9.0,1010.0,898.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.53,,,2.5,1.6,2.43,1.56,2.56,1.64
8.0,Dallas,Dallas Open,2026-02-15,ATP500,Indoor,Hard,The Final,3,Shelton B.,Fritz T.,6.0,20.0,1036.0,588.0,3.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,2.1,1.73,,,2.2,1.76,2.08,1.73,2.18,1.81
7.0,Buenos Aires,Argentina Open,2026-02-15,ATP250,Outdoor,Clay,The Final,3,Cerundolo F.,Darderi L.,13.0,14.0,783.0,774.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.91,1.91,,,1.93,1.91,1.9,1.88,2.02,1.97
11.0,Doha,Qatar Exxon Mobil Open,2026-02-16,ATP500,Outdoor,Hard,1st Round,3,Fils A.,Majchrzak K.,10.0,66.0,883.0,68.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,,,1.43,3.0,1.39,2.91,1.44,3.2
11.0,Doha,Qatar Exxon Mobil Open,2026-02-16,ATP500,Outdoor,Hard,1st Round,3,Mensik J.,Choinski J.,17.0,182.0,703.0,0.0,6.0,7.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.14,5.5,,,1.2,5.5,1.15,5.12,1.17,6.4
11.0,Doha,Qatar Exxon Mobil Open,2026-02-16,ATP500,Outdoor,Hard,1st Round,3,Royer V.,Herbert P.,148.0,188.0,0.0,0.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,,,1.5,2.65,1.48,2.58,1.54,2.84
11.0,Doha,Qatar Exxon Mobil Open,2026-02-16,ATP500,Outdoor,Hard,1st Round,3,Popyrin A.,Zayid M.S.,96.0,202.0,13.0,0.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1,34.0,,,1.02,34.0,1.01,25.22,1.01,50.0
12.0,Rio de Janeiro,Rio Open,2026-02-16,ATP500,Outdoor,Clay,1st Round,3,Tirante T.A.,Garin C.,52.0,110.0,110.0,10.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2,1.8,,,2.0,1.9,1.94,1.82,2.1,1.9
12.0,Rio de Janeiro,Rio Open,2026-02-16,ATP500,Outdoor,Clay,1st Round,3,Lajovic D.,Altmaier D.,142.0,105.0,0.0,13.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.73,,,2.11,1.77,2.08,1.71,2.26,1.79
11.0,Doha,Qatar Exxon Mobil Open,2026-02-16,ATP500,Outdoor,Hard,1st Round,3,Sinner J.,Machac T.,2.0,23.0,3590.0,433.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.05,11.0,,,1.06,11.0,1.05,9.68,1.07,13.5
12.0,Rio de Janeiro,Rio Open,2026-02-16,ATP500,Outdoor,Clay,1st Round,3,Kopriva V.,Heide G.,48.0,172.0,153.0,0.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.72,2.2,1.67,2.15,1.71,2.36
12.0,Rio de Janeiro,Rio Open,2026-02-16,ATP500,Outdoor,Clay,1st Round,3,Buse I.,Marcondes I.,51.0,184.0,120.0,0.0,4.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,,,1.45,3.0,1.41,2.8,1.43,3.2
12.0,Rio de Janeiro,Rio Open,2026-02-16,ATP500,Outdoor,Clay,1st Round,3,Tabilo A.,Nava E.,25.0,88.0,401.0,23.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,1.48,3.25,1.44,2.76,1.56,2.78
11.0,Doha,Qatar Exxon Mobil Open,2026-02-16,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Shang J.,3.0,87.0,1963.0,23.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,,,1.28,4.0,1.25,3.81,1.26,4.7
10.0,Delray Beach,Delray Beach Open,2026-02-16,ATP250,Outdoor,Hard,1st Round,3,Atmane T.,Kypson P.,55.0,146.0,105.0,0.0,6.0,3.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.67,,,2.2,1.73,2.14,1.69,2.3,1.74
10.0,Delray Beach,Delray Beach Open,2026-02-16,ATP250,Outdoor,Hard,1st Round,3,Wong C.,Borges N.,84.0,64.0,26.0,78.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.73,,,2.15,1.75,2.09,1.71,2.3,1.74
10.0,Delray Beach,Delray Beach Open,2026-02-16,ATP250,Outdoor,Hard,1st Round,3,Michelsen A.,Vacherot V.,33.0,38.0,240.0,198.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,,,1.93,1.91,1.89,1.87,2.04,1.94
10.0,Delray Beach,Delray Beach Open,2026-02-16,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Shimabukuro S.,49.0,144.0,150.0,0.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,3.0,,,1.43,3.0,1.4,2.86,1.44,3.2
11.0,Doha,Qatar Exxon Mobil Open,2026-02-17,ATP500,Outdoor,Hard,1st Round,3,Tsitsipas S.,Echargui M.,69.0,173.0,65.0,0.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.1,7.0,,,1.11,8.0,1.09,6.87,1.12,8.8
11.0,Doha,Qatar Exxon Mobil Open,2026-02-17,ATP500,Outdoor,Hard,1st Round,3,Halys Q.,Carreno Busta P.,58.0,132.0,95.0,0.0,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,,,1.81,2.15,1.76,2.03,,
11.0,Doha,Qatar Exxon Mobil Open,2026-02-17,ATP500,Outdoor,Hard,1st Round,3,Fucsovics M.,Habib H.,71.0,194.0,55.0,0.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.17,5.5,1.16,4.98,1.19,5.9
11.0,Doha,Qatar Exxon Mobil Open,2026-02-17,ATP500,Outdoor,Hard,1st Round,3,Lehecka J.,Brooksby J.,12.0,81.0,825.0,30.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,,,1.5,2.63,1.49,2.56,1.55,2.76
11.0,Doha,Qatar Exxon Mobil Open,2026-02-17,ATP500,Outdoor,Hard,1st Round,3,Khachanov K.,Mochizuki S.,57.0,171.0,100.0,0.0,6.0,1.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.13,6.0,,,1.13,6.5,1.12,5.92,1.16,6.8
12.0,Rio de Janeiro,Rio Open,2026-02-17,ATP500,Outdoor,Clay,1st Round,3,Etcheverry T.,Comesana F.,11.0,107.0,873.0,10.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.5,,,1.57,2.55,1.53,2.44,1.61,2.6
12.0,Rio de Janeiro,Rio Open,2026-02-17,ATP500,Outdoor,Clay,1st Round,3,Passaro F.,Prizmic D.,143.0,106.0,0.0,10.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,,,2.9,1.5,2.75,1.43,2.92,1.52
11.0,Doha,Qatar Exxon Mobil Open,2026-02-17,ATP500,Outdoor,Hard,1st Round,3,Alcaraz C.,Rinderknech A.,1.0,73.0,3665.0,55.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.02,19.0,,,1.03,19.0,1.02,14.41,1.04,24.0
11.0,Doha,Qatar Exxon Mobil Open,2026-02-17,ATP500,Outdoor,Hard,1st Round,3,Rublev A.,De Jong J.,27.0,175.0,375.0,0.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,,,1.16,7.0,1.14,5.55,1.18,6.2
12.0,Rio de Janeiro,Rio Open,2026-02-17,ATP500,Outdoor,Clay,1st Round,3,Dzumhur D.,Martinez P.,78.0,104.0,33.0,13.0,0.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.3,1.62,,,2.38,1.65,2.25,1.62,2.34,1.72
12.0,Rio de Janeiro,Rio Open,2026-02-17,ATP500,Outdoor,Clay,1st Round,3,Fonseca J.,Monteiro T.,54.0,189.0,105.0,0.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.29,3.75,,,1.33,3.75,1.3,3.44,1.32,4.0
12.0,Rio de Janeiro,Rio Open,2026-02-17,ATP500,Outdoor,Clay,1st Round,3,Cerundolo F.,Navone M.,13.0,29.0,783.0,368.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,,,1.44,3.0,1.4,2.87,1.44,3.2
12.0,Rio de Janeiro,Rio Open,2026-02-17,ATP500,Outdoor,Clay,1st Round,3,Cerundolo J.M.,Darderi L.,77.0,14.0,40.0,774.0,6.0,1.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.4,1.33,,,3.55,1.37,3.23,1.33,3.6,1.37
12.0,Rio de Janeiro,Rio Open,2026-02-17,ATP500,Outdoor,Clay,1st Round,3,Berrettini M.,Barrios M.,65.0,145.0,75.0,0.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.3,3.7,1.29,3.49,1.34,3.85
12.0,Rio de Janeiro,Rio Open,2026-02-17,ATP500,Outdoor,Clay,1st Round,3,Hanfmann Y.,Reis Da Silva J.,37.0,197.0,201.0,0.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,,,1.3,4.0,1.28,3.6,1.28,4.4
12.0,Rio de Janeiro,Rio Open,2026-02-17,ATP500,Outdoor,Clay,1st Round,3,Burruchaga R.,Ugo Carabelli C.,42.0,56.0,178.0,103.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,,,2.4,1.8,2.13,1.69,2.2,1.81
11.0,Doha,Qatar Exxon Mobil Open,2026-02-17,ATP500,Outdoor,Hard,1st Round,3,Bergs Z.,Mpetshi G.,79.0,83.0,30.0,26.0,6.0,3.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.5,,,1.6,2.5,1.56,2.38,1.6,2.62
11.0,Doha,Qatar Exxon Mobil Open,2026-02-17,ATP500,Outdoor,Hard,1st Round,3,Zhang Zh.,Carballes Baena R.,131.0,166.0,0.0,0.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.87,2.14,1.75,2.05,1.84,2.16
11.0,Doha,Qatar Exxon Mobil Open,2026-02-17,ATP500,Outdoor,Hard,1st Round,3,Marozsan F.,Humbert U.,39.0,26.0,195.0,383.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.38,1.57,,,2.38,1.65,2.26,1.62,2.34,1.72
10.0,Delray Beach,Delray Beach Open,2026-02-17,ATP250,Outdoor,Hard,1st Round,3,Korda S.,McDonald M.,22.0,112.0,476.0,10.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.2,4.5,,,1.23,4.5,1.2,4.3,1.24,4.8
10.0,Delray Beach,Delray Beach Open,2026-02-17,ATP250,Outdoor,Hard,1st Round,3,Jodar R.,Quinn E.,24.0,61.0,403.0,90.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2,1.8,,,2.0,1.91,1.95,1.81,2.02,1.97
10.0,Delray Beach,Delray Beach Open,2026-02-17,ATP250,Outdoor,Hard,1st Round,3,Walton A.,Diallo G.,92.0,75.0,20.0,45.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.2,1.36,,,3.2,1.4,3.05,1.36,3.4,1.4
10.0,Delray Beach,Delray Beach Open,2026-02-17,ATP250,Outdoor,Hard,1st Round,3,Tiafoe F.,Hijikata R.,16.0,59.0,708.0,95.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.3,4.0,1.28,3.56,1.29,4.3
10.0,Delray Beach,Delray Beach Open,2026-02-17,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Bellucci M.,50.0,90.0,150.0,20.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,1.5,2.88,1.45,2.69,1.51,2.94
10.0,Delray Beach,Delray Beach Open,2026-02-17,ATP250,Outdoor,Hard,1st Round,3,Nakashima B.,Cilic M.,31.0,35.0,323.0,220.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.62,2.3,,,1.63,2.3,1.6,2.26,1.7,2.4
10.0,Delray Beach,Delray Beach Open,2026-02-17,ATP250,Outdoor,Hard,1st Round,3,Svajda Z.,Kovacevic A.,113.0,53.0,10.0,105.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,,,1.57,2.75,1.49,2.57,1.57,2.7
12.0,Rio de Janeiro,Rio Open,2026-02-18,ATP500,Outdoor,Clay,1st Round,3,Faria J.,Baez S.,82.0,28.0,30.0,373.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,5,1.17,,,5.0,1.25,4.23,1.21,5.1,1.24
10.0,Delray Beach,Delray Beach Open,2026-02-18,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Michelsen A.,22.0,33.0,476.0,240.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.62,2.3,,,1.67,2.3,1.62,2.25,1.71,2.38
10.0,Delray Beach,Delray Beach Open,2026-02-18,ATP250,Outdoor,Hard,2nd Round,3,Wong C.,Nakashima B.,84.0,31.0,26.0,323.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.2,1.36,,,3.25,1.37,3.15,1.35,3.5,1.39
10.0,Delray Beach,Delray Beach Open,2026-02-18,ATP250,Outdoor,Hard,2nd Round,3,Cobolli F.,Atmane T.,15.0,55.0,755.0,105.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.75,2.13,1.73,2.08,1.87,2.12
11.0,Doha,Qatar Exxon Mobil Open,2026-02-18,ATP500,Outdoor,Hard,2nd Round,3,Alcaraz C.,Royer V.,1.0,148.0,3665.0,0.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.02,17.0,,,1.03,17.0,1.02,12.77,1.04,23.0
11.0,Doha,Qatar Exxon Mobil Open,2026-02-18,ATP500,Outdoor,Hard,2nd Round,3,Sinner J.,Popyrin A.,2.0,96.0,3590.0,13.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.03,15.0,,,1.03,19.0,1.02,15.19,1.03,32.0
11.0,Doha,Qatar Exxon Mobil Open,2026-02-18,ATP500,Outdoor,Hard,2nd Round,3,Mensik J.,Zhang Zh.,17.0,131.0,703.0,0.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,,,1.38,3.2,1.36,3.05,1.42,3.3
11.0,Doha,Qatar Exxon Mobil Open,2026-02-18,ATP500,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Medvedev D.,69.0,3.0,65.0,1963.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.3,,,3.6,1.33,3.33,1.32,3.5,1.39
11.0,Doha,Qatar Exxon Mobil Open,2026-02-18,ATP500,Outdoor,Hard,2nd Round,3,Lehecka J.,Bergs Z.,12.0,79.0,825.0,30.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,1.47,2.75,1.45,2.7,1.52,2.88
11.0,Doha,Qatar Exxon Mobil Open,2026-02-18,ATP500,Outdoor,Hard,2nd Round,3,Fils A.,Halys Q.,10.0,58.0,883.0,95.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.4,,,1.36,3.4,1.33,3.21,1.38,3.55
11.0,Doha,Qatar Exxon Mobil Open,2026-02-18,ATP500,Outdoor,Hard,2nd Round,3,Khachanov K.,Fucsovics M.,57.0,71.0,100.0,55.0,6.0,2.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,,,1.44,3.0,1.41,2.84,1.49,3.0
10.0,Delray Beach,Delray Beach Open,2026-02-18,ATP250,Outdoor,Hard,1st Round,3,Paul T.,Moutet C.,8.0,60.0,961.0,93.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,4.0,,,1.29,4.1,1.25,3.82,1.28,4.4
12.0,Rio de Janeiro,Rio Open,2026-02-18,ATP500,Outdoor,Clay,1st Round,3,Gaubas V.,Miguel L.,97.0,170.0,13.0,0.0,6.0,3.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.1,7.0,,,1.11,8.5,1.09,7.13,1.09,10.0
12.0,Rio de Janeiro,Rio Open,2026-02-18,ATP500,Outdoor,Clay,2nd Round,3,Kopriva V.,Burruchaga R.,48.0,42.0,153.0,178.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.2,1.67,,,2.25,1.68,2.18,1.65,2.34,1.74
12.0,Rio de Janeiro,Rio Open,2026-02-18,ATP500,Outdoor,Clay,2nd Round,3,Cerundolo J.M.,Hanfmann Y.,77.0,37.0,40.0,201.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,,,1.91,2.01,1.81,1.95,1.97,2.02
12.0,Rio de Janeiro,Rio Open,2026-02-18,ATP500,Outdoor,Clay,2nd Round,3,Tirante T.A.,Cerundolo F.,52.0,13.0,110.0,783.0,6.0,2.0,3.0,1.0,,,,,,,1.0,0.0,Retired,5,1.17,,,5.0,1.22,4.49,1.19,5.6,1.21
11.0,Doha,Qatar Exxon Mobil Open,2026-02-18,ATP500,Outdoor,Hard,2nd Round,3,Rublev A.,Marozsan F.,27.0,39.0,375.0,195.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.6,2.4,1.56,2.35,1.66,2.48
10.0,Delray Beach,Delray Beach Open,2026-02-19,ATP250,Outdoor,Hard,2nd Round,3,Ruud C.,Giron M.,32.0,49.0,243.0,150.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,,,1.53,2.75,1.47,2.6,1.5,2.92
11.0,Doha,Qatar Exxon Mobil Open,2026-02-19,ATP500,Outdoor,Hard,Quarterfinals,3,Rublev A.,Tsitsipas S.,27.0,69.0,375.0,65.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.62,2.3,,,1.71,2.3,1.66,2.2,1.71,2.4
10.0,Delray Beach,Delray Beach Open,2026-02-19,ATP250,Outdoor,Hard,2nd Round,3,Tiafoe F.,Svajda Z.,16.0,113.0,708.0,10.0,6.0,4.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.44,2.75,,,1.53,2.75,1.48,2.59,1.51,2.88
11.0,Doha,Qatar Exxon Mobil Open,2026-02-19,ATP500,Outdoor,Hard,Quarterfinals,3,Mensik J.,Sinner J.,17.0,2.0,703.0,3590.0,7.0,6.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,9,1.07,,,10.0,1.07,8.5,1.06,11.0,1.09
11.0,Doha,Qatar Exxon Mobil Open,2026-02-19,ATP500,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Khachanov K.,1.0,57.0,3665.0,100.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.07,9.0,,,1.09,10.0,1.07,7.96,1.09,11.5
11.0,Doha,Qatar Exxon Mobil Open,2026-02-19,ATP500,Outdoor,Hard,Quarterfinals,3,Fils A.,Lehecka J.,10.0,12.0,883.0,825.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.38,1.57,,,2.38,1.67,2.28,1.6,2.46,1.67
10.0,Delray Beach,Delray Beach Open,2026-02-19,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Walton A.,8.0,92.0,961.0,20.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.08,8.0,,,1.1,8.0,1.09,7.13,1.1,10.5
12.0,Rio de Janeiro,Rio Open,2026-02-19,ATP500,Outdoor,Clay,2nd Round,3,Etcheverry T.,Gaubas V.,11.0,97.0,873.0,13.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.33,,,1.24,4.33,1.23,4.05,1.28,4.5
12.0,Rio de Janeiro,Rio Open,2026-02-19,ATP500,Outdoor,Clay,2nd Round,3,Tabilo A.,Passaro F.,25.0,143.0,401.0,0.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.4,3.0,,,1.55,3.2,1.45,2.7,1.47,3.1
12.0,Rio de Janeiro,Rio Open,2026-02-19,ATP500,Outdoor,Clay,2nd Round,3,Faria J.,Dzumhur D.,82.0,78.0,30.0,33.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.6,2.45,1.57,2.34,1.65,2.5
10.0,Delray Beach,Delray Beach Open,2026-02-19,ATP250,Outdoor,Hard,2nd Round,3,Tien L.,Kecmanovic M.,19.0,50.0,593.0,150.0,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.44,2.75,,,1.45,2.8,1.44,2.73,1.5,2.96
12.0,Rio de Janeiro,Rio Open,2026-02-20,ATP500,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Faria J.,11.0,82.0,873.0,30.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.33,3.5,1.31,3.38,1.35,3.75
12.0,Rio de Janeiro,Rio Open,2026-02-20,ATP500,Outdoor,Clay,2nd Round,3,Berrettini M.,Lajovic D.,65.0,142.0,75.0,0.0,3.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.33,3.4,,,1.37,3.5,1.34,3.21,1.38,3.55
11.0,Doha,Qatar Exxon Mobil Open,2026-02-20,ATP500,Outdoor,Hard,Semifinals,3,Fils A.,Mensik J.,10.0,17.0,883.0,703.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.3,1.62,,,2.38,1.9,2.26,1.62,2.4,1.69
11.0,Doha,Qatar Exxon Mobil Open,2026-02-20,ATP500,Outdoor,Hard,Semifinals,3,Alcaraz C.,Rublev A.,1.0,27.0,3665.0,375.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,,,1.15,5.8,1.14,5.47,1.18,6.2
10.0,Delray Beach,Delray Beach Open,2026-02-20,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,Jodar R.,20.0,24.0,588.0,403.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,,,1.3,4.0,1.27,3.67,1.3,4.1
10.0,Delray Beach,Delray Beach Open,2026-02-20,ATP250,Outdoor,Hard,Quarterfinals,3,Cobolli F.,Wong C.,15.0,84.0,755.0,26.0,7.0,5.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.91,1.91,,,2.0,1.91,1.9,1.86,2.08,1.91
10.0,Delray Beach,Delray Beach Open,2026-02-20,ATP250,Outdoor,Hard,Quarterfinals,3,Korda S.,Ruud C.,22.0,32.0,476.0,243.0,4.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.8,2.0,,,1.94,2.05,1.8,1.97,1.91,2.06
10.0,Delray Beach,Delray Beach Open,2026-02-20,ATP250,Outdoor,Hard,Quarterfinals,3,Tien L.,Tiafoe F.,19.0,16.0,593.0,708.0,7.0,6.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.53,2.5,,,1.55,2.5,1.53,2.45,1.61,2.62
12.0,Rio de Janeiro,Rio Open,2026-02-20,ATP500,Outdoor,Clay,Quarterfinals,3,Buse I.,Berrettini M.,51.0,65.0,120.0,75.0,6.0,3.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.44,,,2.75,1.52,2.66,1.46,2.94,1.5
12.0,Rio de Janeiro,Rio Open,2026-02-20,ATP500,Outdoor,Clay,Quarterfinals,3,Kopriva V.,Cerundolo J.M.,48.0,77.0,153.0,40.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.9,2.1,1.74,2.07,1.78,2.26
12.0,Rio de Janeiro,Rio Open,2026-02-20,ATP500,Outdoor,Clay,2nd Round,3,Buse I.,Fonseca J.,51.0,54.0,120.0,105.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,4.5,1.2,,,4.5,1.25,4.08,1.23,4.7,1.26
12.0,Rio de Janeiro,Rio Open,2026-02-21,ATP500,Outdoor,Clay,Quarterfinals,3,Tabilo A.,Tirante T.A.,25.0,52.0,401.0,110.0,7.0,6.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.57,2.38,,,1.65,2.5,1.56,2.36,1.65,2.48
11.0,Doha,Qatar Exxon Mobil Open,2026-02-21,ATP500,Outdoor,Hard,The Final,3,Alcaraz C.,Fils A.,1.0,10.0,3665.0,883.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.11,6.5,,,1.13,7.0,1.11,6.25,1.15,7.0
10.0,Delray Beach,Delray Beach Open,2026-02-21,ATP250,Outdoor,Hard,Semifinals,3,Korda S.,Cobolli F.,22.0,15.0,476.0,755.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,3.0,,,1.4,3.4,1.36,3.12,1.4,3.4
10.0,Delray Beach,Delray Beach Open,2026-02-21,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,Fritz T.,8.0,20.0,961.0,588.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.67,,,2.25,1.7,2.19,1.65,2.42,1.68
10.0,Delray Beach,Delray Beach Open,2026-02-22,ATP250,Outdoor,Hard,The Final,3,Korda S.,Paul T.,22.0,8.0,476.0,961.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2,1.8,,,2.07,1.8,2.01,1.77,2.14,1.86
