variant,bets,flat_roi_pct,flat_hit_pct,flat_profit_units,kelly_final_bankroll,kelly_roi_bankroll_pct,kelly_max_drawdown_pct,kelly_yield_on_staked_pct
A_best_curve_logic,398,6.282202680067002,70.85427135678391,25.003166666666665,1846.561855533151,84.6561855533151,28.900827748185904,4.476651885803702
B_recommended_strict,102,20.19166666666667,62.745098039215684,20.5955,1701.516120048711,70.1516120048711,23.13328430719277,14.240863240055301
