number,value,state,params_colsample_bytree,params_extra_trees,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_num_leaves,params_path_smooth,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_best_iteration,duration
102,0.6086054532486428,PRUNED,0.8795056465080484,False,0.02759266339159432,511,6,96,0.05027038588428451,0.11526353964751143,30,0.3918380735081187,3.2403462836498194e-05,8.7186320012146e-08,0.5835358558827031,3,,0 days 00:00:05.049060
103,0.6038096811789145,COMPLETE,0.6416099721397374,False,0.02513411049374853,511,6,167,0.011622744933301746,0.17221099651581667,226,0.7596430362450047,1.4395839094670686,0.0023003679501305617,0.6871866601146883,5,385.0,0 days 00:00:23.312379
104,0.6154950254041637,PRUNED,0.9426814585585588,False,0.012073421094789599,511,7,74,0.01757233006350196,0.07910421273941265,48,0.5547760269755194,0.04623139641233654,2.868058209673178e-06,0.8657263113817855,2,,0 days 00:00:07.028246
105,0.6043407858636943,COMPLETE,0.6694360962606314,False,0.04500656393412235,511,5,180,0.13858228511515047,0.17106285239781496,185,0.8292344881290481,0.018925450587905176,0.2230045522051843,0.712297424095706,5,295.0,0 days 00:00:17.256830
106,0.6035207417382581,COMPLETE,0.6036957775211605,False,0.05316102128404577,511,5,140,0.00548163140144876,0.11874481325722834,201,0.8327035030161736,0.18784115666680998,0.006734669166467274,0.6545177869593923,5,226.0,0 days 00:00:13.796976
107,0.604204716912596,COMPLETE,0.5958770857439022,False,0.04167310434927221,511,4,166,2.76938259331679,0.23015133764960566,150,1.0697872026093889,0.21383383188112315,0.17991065170462675,0.6923661887222106,6,425.0,0 days 00:00:20.984669
108,0.6066788224523707,PRUNED,0.87192976623389,False,0.023534418441410843,511,4,97,0.00020556039852791708,0.1405016974261712,230,1.3212350285895589,0.7222322000440906,2.2287496873440992e-07,0.8744258163725445,6,,0 days 00:00:11.795186
109,0.6147784480566634,PRUNED,0.6517438641532293,True,0.021885165653133302,511,5,150,0.04852209549279208,0.16889867971559186,226,0.6487837195212763,0.000369248781615018,9.573609941442515e-06,0.5438601766116196,7,,0 days 00:00:03.485605
110,0.6056001855855949,COMPLETE,0.6822383866096031,False,0.04886339990932034,511,8,150,0.001978636085387526,0.16747621442994357,215,0.2132658560368904,0.2908411217612546,2.247301561357552e-05,0.680461914848346,7,147.0,0 days 00:00:14.578587
111,0.6051566738496804,COMPLETE,0.6580849810211051,False,0.05355876066495946,511,5,155,0.36219329070430356,0.20759984783296528,198,1.1368342319824138,0.005629974851334851,0.9796707668910396,0.7067790174476194,5,294.0,0 days 00:00:17.108606
112,0.6058728615407725,PRUNED,0.5661930427479165,False,0.03873775050630798,511,7,133,0.000572275738916428,0.029609108964307476,185,0.9811758773961091,1.3514733653060877,1.082755740555899,0.5170647336026847,4,,0 days 00:00:12.523908
113,0.6052150082986913,COMPLETE,0.5918706961593464,False,0.0737668210098657,511,6,183,1.8976152711502976,0.13122493635017046,161,0.9878993279341298,1.0943484584270988,0.00048713295891669907,0.6995779188386185,7,147.0,0 days 00:00:11.281257
114,0.6147497322229294,PRUNED,0.6576150598039777,False,0.015500706046422945,511,5,191,0.0020541181939034716,0.27558547653279164,216,1.4101157633196535,1.0477315220474426,0.003794878420392564,0.6975340226041117,4,,0 days 00:00:04.015065
115,0.6075874606145774,PRUNED,0.6608309454882998,True,0.040363120540902436,511,4,199,2.227859234516335,0.28031866211784495,146,0.8139562917269696,7.485147389742706,3.9396087477439514,0.663796224721975,7,,0 days 00:00:33.510945
116,0.6131170517953204,PRUNED,0.6976227523711558,False,0.021392771068216784,511,4,181,0.005170507484926171,0.15022084536752678,220,0.25761078031330104,2.9000137761345675e-06,0.09071560339867901,0.5549051516478029,5,,0 days 00:00:03.646219
117,0.6081989401452421,PRUNED,0.7317584764477756,True,0.015843492592872755,511,8,38,0.009343957532285821,0.1693139287774974,71,0.6477073489317918,0.14384958598131378,2.1810128692951854e-06,0.5660936447657745,4,,0 days 00:00:38.536513
118,0.6252329231020906,PRUNED,0.8885371722628036,False,0.008418051785829467,255,4,63,0.0002285876796645273,0.028908941397277184,92,0.019044267542793623,0.35169194580908,0.6729034991600897,0.980795126750396,0,,0 days 00:00:04.009348
119,0.6147371439630251,PRUNED,0.5399641723840277,False,0.014062402130580357,511,9,176,0.0026746944386152913,0.4924561818373442,41,0.8046519592676477,6.481152668416551,4.217889985506935e-08,0.9933500914650162,3,,0 days 00:00:05.132978
120,0.604755589768364,COMPLETE,0.6516288746267663,False,0.06210057960004862,511,4,105,0.00012074934788761664,0.45146110597661704,248,1.3459374213557382,0.002178844651824699,1.451236099332663e-08,0.9163450501585578,5,355.0,0 days 00:00:18.954769
121,0.6069893152316601,PRUNED,0.9613993862801548,False,0.02098714773814959,255,4,48,0.00017838190932626687,0.009762411431674518,113,0.5009029438129219,0.34972023451943884,5.585600971214351,0.7527847742253923,2,,0 days 00:00:11.200225
122,0.6038350668237489,COMPLETE,0.7303884278446376,False,0.02445642925934165,511,7,174,6.430356906472166,0.25643218137589696,204,0.1689017561528191,0.0038274038881289073,1.7656715603316569e-06,0.7277521442658688,6,411.0,0 days 00:00:27.720762
123,0.6085897338789445,PRUNED,0.5890100019648946,False,0.042023079240796735,511,4,175,0.0055333911218761744,0.15454973747590636,221,0.33187300595577296,1.2503153428439466,2.2577487684308197e-05,0.5994808405386529,3,,0 days 00:00:03.489434
124,0.6057739170165016,PRUNED,0.7904272750614266,False,0.031612979259435944,127,9,176,0.6151411720393988,0.23279966777379363,214,0.011800318387469533,0.0013692432408684081,1.6299885224029534e-08,0.8042339374526892,7,,0 days 00:00:13.727811
125,0.6089911443182644,PRUNED,0.7979261997375356,False,0.021549480527461768,511,7,147,7.763410797481013,0.08507498463411167,188,0.21330464215641348,0.004045403758883753,0.0002541370631176621,0.7354939078346016,7,,0 days 00:00:05.978146
126,0.61635139344675,PRUNED,0.5315881508739272,False,0.010977842385427377,511,8,136,0.747800606632736,0.23555597222343141,175,0.44890356892831895,0.8471670409770534,0.0004067211664304497,0.7448125822250122,6,,0 days 00:00:05.616098
127,0.6098142793859407,PRUNED,0.5909093413952987,False,0.006873278361250859,255,9,144,0.830376451055428,0.42008080510857104,38,0.4456410638225159,0.020545334938190125,4.238827130508272e-07,0.9632484277879672,2,,0 days 00:00:14.024797
128,0.6089831397728543,PRUNED,0.9734462154664434,False,0.025394932433613605,511,7,74,0.0015534805762568262,0.042004726643843165,52,0.6553001043668765,1.6728935871733037,0.0003247565922327142,0.537068784394505,2,,0 days 00:00:06.058731
129,0.6044903250858908,COMPLETE,0.6132940592695968,False,0.026081442613622403,511,8,186,1.6597756148858003,0.2629967042087674,168,0.047454620248939205,3.275060335972056e-05,0.0001825660630926379,0.6908528991967703,6,336.0,0 days 00:00:23.673768
130,0.611497020969915,PRUNED,0.7358799803979962,False,0.018703417777901944,511,6,178,0.22191863983907245,0.3803879685209892,221,0.14292306999778898,0.015554382707654057,1.1017094677354167e-07,0.7731867641642987,6,,0 days 00:00:05.050374
131,0.6221026923672112,PRUNED,0.6727045416122859,False,0.008349337300324436,511,6,84,0.004688599490274598,0.3134724842947675,35,0.27749372235578873,0.42614884120799745,1.233733555200214e-06,0.9724243743906693,3,,0 days 00:00:05.356196
132,0.6033489760711594,COMPLETE,0.7337767904412918,False,0.026723486608977668,255,8,142,0.03724708508803925,0.1953719954642765,211,0.7280247043512587,0.09839694834111136,8.79703945793933e-05,0.6669318332062617,3,279.0,0 days 00:00:19.860353
133,0.6060653901374452,COMPLETE,0.8203541920867741,False,0.06173251640858682,255,7,126,0.011379099643124687,0.23777002479978357,163,0.7322962800947169,0.002042072303292197,2.414323753114586e-05,0.6233458471260954,1,146.0,0 days 00:00:12.429528
134,0.6094014989754329,PRUNED,0.5815426443222377,False,0.025266852733813697,255,5,115,0.012374226897329187,0.3120339751888782,247,1.0900398558417705,0.00048443881330854276,0.0012710868458283937,0.5087500495652948,4,,0 days 00:00:03.483536
135,0.6044803973462323,COMPLETE,0.7082954946476546,False,0.017101842864414126,255,7,186,0.03565705064668981,0.0793085827767499,224,0.313084855848982,0.004763864879079901,3.441983414431649e-05,0.7344386518106754,5,509.0,0 days 00:00:30.332121
136,0.6089427482587444,PRUNED,0.521643455815963,False,0.043952633851922475,511,4,119,0.0010018689821056621,0.10307123892106207,102,0.7359105389738487,0.26256056230100905,0.030358690149093065,0.7456218686827184,7,,0 days 00:00:03.531521
137,0.6048018614744294,COMPLETE,0.7320726739339612,False,0.034896509991714474,511,6,85,9.49267433255922,0.15215253173847673,48,0.18707002663049252,7.300327602354549,2.3261933925366592e-07,0.5206584873766854,2,369.0,0 days 00:00:24.167902
138,0.610227726424513,PRUNED,0.7876759014000899,False,0.01653781571225417,255,11,154,0.04566628123714883,0.19254127567472637,130,1.106089299096108,1.103271888953539,0.00042970630339878046,0.7855489301739527,3,,0 days 00:00:06.671842
139,0.6047829027141292,COMPLETE,0.7005868951360421,False,0.03757074184942801,255,9,98,0.4189002334792917,0.24965736167023353,229,0.9291488758958955,1.3898705608486999,0.042378105581784224,0.7657280211616223,3,189.0,0 days 00:00:17.581251
140,0.6149722267356617,PRUNED,0.5608784516424103,False,0.01801542526463666,511,4,135,8.8349094436751,0.16289469633570913,108,0.25692036117715755,0.42758875377428596,1.4580733751217503,0.6398946238249758,5,,0 days 00:00:03.634270
141,0.6052702086774918,PRUNED,0.6262828360425603,False,0.02403743374855211,255,8,137,0.03993882667875677,0.2605668888713695,216,0.5751527207542682,0.3004851958945463,5.267664503019319e-06,0.7156053768384392,3,,0 days 00:00:13.242903
142,0.6076190284129378,PRUNED,0.6351913009928116,False,0.01850314899411448,255,4,107,0.00028471376030866235,0.0598301310023732,61,0.39837222522876153,2.2915748544763894,1.7428032807911313,0.8127294822833482,1,,0 days 00:00:10.088887
143,0.6059520688021718,PRUNED,0.7748891788581851,False,0.018629452343519013,511,5,131,3.5701669862723984,0.34808904288139064,107,0.9874582583712441,0.0009563448137843233,5.539604123401764e-05,0.6054677361224508,4,,0 days 00:00:11.977441
144,0.6070598771693484,PRUNED,0.7749696978952679,False,0.04947625103525064,511,8,196,2.8089625262579894,0.2300594768551363,226,0.6548366371130341,0.008218137623222614,1.1357862063114256e-06,0.7261388247024583,6,,0 days 00:00:15.071898
145,0.6051097483913551,COMPLETE,0.5370257943993888,False,0.05541167920725465,511,6,126,0.001982750461497749,0.18828786536757985,241,0.9954709208572188,0.4027141523164292,0.012432620895869252,0.6871038084996405,7,184.0,0 days 00:00:12.885164
146,0.6092849747091739,PRUNED,0.6584584718546548,False,0.021301943855724426,127,7,124,0.013636016385810806,0.0832946863464087,247,0.7982757806956648,0.7845079797829467,0.0007805483973359714,0.7277085429841309,5,,0 days 00:00:04.315734
147,0.6041235338258366,COMPLETE,0.6730109973596242,False,0.061926609077921746,511,5,111,0.000728384460648284,0.1670840798737045,203,1.111797963386946,0.09322141591958057,0.0001831104877806305,0.6924896189348494,2,317.0,0 days 00:00:18.364426
148,0.6086133125773253,PRUNED,0.7982073067079696,False,0.0883967673940195,511,5,90,0.0007373851318402779,0.2965757291350696,226,1.360773696164536,3.87732205243242,7.066877403877406e-05,0.7910731975646632,2,,0 days 00:00:12.611067
149,0.6053304406754036,COMPLETE,0.554753536975097,False,0.038792863396071735,127,6,98,0.00013019682772915373,0.26502994862709534,249,0.6751564745715936,0.004745302969674394,2.0929356821045673e-07,0.9857823756993165,7,326.0,0 days 00:00:17.856218
150,0.6044582192541224,COMPLETE,0.6091134236510515,False,0.05023224757869576,511,4,109,0.0011991595275632782,0.12236085090272428,249,1.5198026888956637,0.005304371988870545,7.695031883641516e-06,0.5919385983386806,1,385.0,0 days 00:00:19.112924
151,0.6231314849365235,PRUNED,0.544486946682069,False,0.007180136344472311,127,10,128,0.015850988547425414,0.46763617839951727,69,0.1201732497029922,0.01915066154732001,6.84590123611433e-05,0.9675960823308412,4,,0 days 00:00:04.900462
152,0.6120195563466353,PRUNED,0.673692726206161,False,0.024480963718501142,255,4,108,0.0027513051142207833,0.09514628731339933,196,0.3388647909330412,7.730236778280775e-06,9.221624701030536e-05,0.5974601564063546,5,,0 days 00:00:03.457875
153,0.6062186381582273,PRUNED,0.722873373125945,False,0.014364629221766723,255,6,51,0.00022852451095686907,0.23930996601277865,242,0.2730819181324432,0.14186204453219722,1.8456773210891176e-07,0.863909396141599,3,,0 days 00:00:13.589394
154,0.6070112877759435,PRUNED,0.5902954404703316,False,0.009134097988721081,511,7,148,0.020326684919201973,0.11396034658254246,255,0.9446251212793443,0.4430386959832063,1.6271514229204635e-05,0.5992616282920312,4,,0 days 00:00:13.847983
155,0.6040767490622023,COMPLETE,0.6065458074973236,False,0.03761207551700291,511,5,138,3.4359985457293387,0.27854860895310607,138,1.4780565601380609,0.12270816565057352,0.06525564236790898,0.6583390006047332,7,354.0,0 days 00:00:19.376087
156,0.604391206142302,COMPLETE,0.6682984737982045,False,0.04946795379256568,511,5,133,0.00038778225657534835,0.0816810146579108,190,0.8160518030661746,0.9894776868606326,0.0024766489731772204,0.7415223031046021,3,212.0,0 days 00:00:13.932546
157,0.607263709965154,PRUNED,0.6604233761681789,False,0.00815582165051022,511,11,147,1.1675976898733522,0.49673133445137385,73,0.10453653161162377,0.49043225012802605,9.082286332347072e-08,0.9526917343850413,4,,0 days 00:00:20.955860
158,0.607244722634955,COMPLETE,0.598331002029372,False,0.07711949817191559,511,7,47,0.0001666967092134473,0.20735815243989802,159,1.1101607664753637,0.029114173751841176,0.00010999850888642336,0.6530102615576252,2,83.0,0 days 00:00:11.002964
159,0.6133091476712148,PRUNED,0.8993828426995182,True,0.02835571404755268,511,7,74,0.00035911347155265585,0.03602638834928028,22,0.036013157199294876,0.6788394846926117,2.6629282484630782e-05,0.7243613535530757,6,,0 days 00:00:03.932179
160,0.6057039817211822,PRUNED,0.704028669729231,False,0.04953580855027325,511,5,138,0.0017473766601981077,0.17528431863783828,245,0.010416384198038725,3.4054848699761355e-06,0.0016306812907393843,0.7358728751055584,7,,0 days 00:00:11.430476
161,0.6115503445977541,PRUNED,0.59838519901655,False,0.020847566108913123,511,5,126,0.49468200374224863,0.27461887417796893,145,1.2534232024896053,0.027905464949599553,0.0007554150023244578,0.6234403706130213,7,,0 days 00:00:04.018168
162,0.6223318223138594,PRUNED,0.9139674759889649,False,0.010169530628694436,511,4,185,0.10587640085114004,0.31648486615028587,190,0.37146968986851,0.0020219670313860027,0.014929754156231375,0.5351806933412104,4,,0 days 00:00:03.981701
163,0.6058729108671319,PRUNED,0.6336642003753193,False,0.04020925767415266,511,5,160,6.528126232897038,0.3097730053801947,186,1.6238290433267266,0.2899459474919266,0.44985607086516366,0.6274154069269434,7,,0 days 00:00:10.778067
164,0.6112857594517793,PRUNED,0.7499497207010631,True,0.040860296813071816,255,6,161,0.005137987032128625,0.18312041354681569,235,0.8253007655467021,0.10842167865610543,0.013597123559280493,0.6247408146163279,2,,0 days 00:00:03.515815
165,0.6040388052169288,COMPLETE,0.7331112935533955,False,0.013171013692099453,511,8,154,0.13977930567716917,0.4815305439107347,62,0.3217330671170434,0.00730749149591582,1.3802792410576833e-07,0.8679397336488354,0,734.0,0 days 00:00:53.007382
166,0.6115065710716524,PRUNED,0.8525500692846951,False,0.019104887372703168,511,6,114,0.7753082420781958,0.35215153927409665,84,0.05164195625875506,0.0031141245084582696,1.8922245774798291e-07,0.7893187694889043,0,,0 days 00:00:05.966294
167,0.6137547534918832,PRUNED,0.6653240804769603,False,0.01461224866559146,511,6,192,5.003365808189676,0.19964406833291634,166,0.6482070335009926,0.0005814032077838569,5.2293105533208876e-08,0.6131987945483385,5,,0 days 00:00:04.504030
168,0.6044839473387619,COMPLETE,0.7255202623620951,False,0.030203877406179195,511,7,196,1.4227820781758784,0.42726912349900115,107,0.1714839144683808,0.0015276292875963625,3.347903765944866e-08,0.9188982473331011,1,279.0,0 days 00:00:21.304225
169,0.6043464755970894,COMPLETE,0.7404438030014038,False,0.010137671815918316,511,9,88,0.1970599502007277,0.4765210198020881,112,0.512444810570265,0.05271402149725092,2.2915882875618327e-07,0.9661603281369464,0,649.0,0 days 00:00:58.627258
170,0.60482403942506,COMPLETE,0.8812071996603753,False,0.012965895947161092,511,8,111,0.0009104963603407979,0.21627731921096915,81,0.7830553009150075,0.003241009511302766,4.951824050818482e-08,0.6752283574788795,4,501.0,0 days 00:00:42.487804
171,0.6056990859107912,COMPLETE,0.6958545935729133,False,0.011656955850763198,511,8,68,0.012293334864539148,0.4191620500228601,140,0.33929191676697734,0.028655077886271876,3.1343229507731154e-07,0.8582535749415613,0,503.0,0 days 00:00:43.413912
172,0.6124392750595518,PRUNED,0.6219684950046314,False,0.016876956080198114,511,6,151,0.14324232332998124,0.31099062064183264,252,0.24141953613913278,0.013865162980981343,0.6344366269833902,0.611826983291189,4,,0 days 00:00:04.479187
173,0.6050882920912527,COMPLETE,0.8634149482858035,False,0.014584611004176375,511,11,110,0.13428204536318666,0.2956176325253251,120,0.5054065011609662,1.4274994952792466,1.64538888341691e-05,0.931220295059318,0,350.0,0 days 00:00:43.363221
174,0.6165282235592017,PRUNED,0.6855488085379674,False,0.01191901995879907,511,8,141,0.5497458038436623,0.4750868529739,28,0.29080111184497603,0.0001616388113331064,1.1533956992757821e-07,0.8233549504192597,3,,0 days 00:00:05.304921
175,0.6048109987417177,COMPLETE,0.7712561540346317,False,0.03569286430035154,511,6,96,0.00021974880325758764,0.296125409885723,191,1.1221312097382907,7.929610844277517,1.0452026151165212e-08,0.9715327597044863,5,271.0,0 days 00:00:21.225768
176,0.6046624062505178,COMPLETE,0.8919582222434503,False,0.020393493810173025,255,7,151,0.033108407246577876,0.09474649740118349,251,0.8738290597679637,0.0025418697724466075,0.00016167252362565338,0.625593200998432,2,451.0,0 days 00:00:28.731834
177,0.6120775228080754,PRUNED,0.8361902908551228,False,0.026882563388113307,127,4,15,0.0029470137256639274,0.10413757461712872,87,0.15165071339200167,0.030544147728094155,9.060187050667226e-05,0.8315864356606878,0,,0 days 00:00:03.721263
178,0.6043822804841416,COMPLETE,0.7182533610724277,False,0.01254549654419266,511,8,161,0.05759574183589336,0.3688493877868783,96,0.6477336617281804,0.04619463920376696,1.8866962362193023e-08,0.8203816453987988,0,622.0,0 days 00:00:46.228497
179,0.6245815606484989,PRUNED,0.6381371339046713,False,0.007422266323501752,511,6,186,0.22115384051092435,0.48647469599801846,63,0.39596345980272346,2.691219171633991,2.262739947884775e-05,0.9731347010068722,4,,0 days 00:00:04.837043
180,0.6055272140424697,COMPLETE,0.8008694095818879,False,0.017952378327198773,511,9,111,0.6407591392185795,0.48857663972788307,66,0.6699792815749074,0.1348377936678106,8.71790636042175e-06,0.9738294315551286,0,368.0,0 days 00:00:33.197443
181,0.6063122332956575,COMPLETE,0.6010335680018059,False,0.09172706239374243,511,5,98,1.6967738317054872,0.19064082171715757,86,1.8547683914101898,0.5677138847445341,0.04039297746631545,0.5648048769203421,7,87.0,0 days 00:00:08.297400
182,0.6058703964776566,PRUNED,0.8073901556396332,False,0.016719387499301384,511,6,160,0.01373205576808661,0.4745299855201542,98,0.6803990227567223,0.008455522327138929,1.4543151567215496e-08,0.8688630765131219,0,,0 days 00:00:14.653450
183,0.6071255334632534,PRUNED,0.5699744539561157,False,0.08670599445978786,255,5,157,0.02318149174769152,0.1687595047586807,180,1.1130963913280483,0.002194357272140439,0.007268212996521799,0.6588060686597981,6,,0 days 00:00:09.709210
184,0.6063486602098762,COMPLETE,0.929828971491871,False,0.041490332959603894,511,11,62,0.025852319092440266,0.2424421448832461,94,0.5122048094165123,0.004900604380596661,5.003870215795124e-08,0.6233424258852324,1,107.0,0 days 00:00:21.286655
185,0.605408180593397,PRUNED,0.6277398400197232,False,0.022188224135941167,127,9,92,8.518450289280496,0.28186200412555606,207,0.4955943966009178,0.00037684742615291036,8.190135676019635e-06,0.6500880454636506,4,,0 days 00:00:13.326377
186,0.6060563745401546,COMPLETE,0.6987287779744836,False,0.05223867563567411,511,9,29,0.5443799000267341,0.20750663298329522,56,0.44829640977751595,3.778609642059675,1.1625204481410722e-06,0.6503108494510498,5,74.0,0 days 00:00:13.595270
187,0.6087408083036999,PRUNED,0.8604552850906498,False,0.043299695556111475,255,4,44,0.0034084714383475333,0.07576436197313483,48,0.035252804086267756,2.9347307052618317,2.2361898143858383,0.8917623257702897,1,,0 days 00:00:04.025484
188,0.6042499765014875,COMPLETE,0.7201147987549044,False,0.01763162548471744,511,10,191,0.058457975559597454,0.20213375719022214,61,0.30597941038508103,0.003343104302845928,2.580754196988307e-07,0.7465158578723518,0,402.0,0 days 00:00:33.098735
189,0.6061082824637658,PRUNED,0.8909532396264349,False,0.017867478454538344,255,7,111,0.0013806938055266466,0.15185057552896597,19,1.0070052734255102,0.0001086550542393988,4.6922955330256445e-07,0.6489889167454723,1,,0 days 00:00:12.286774
190,0.6086258503273722,PRUNED,0.710146221592146,True,0.0950921635163749,511,5,152,0.0025270272861262896,0.20607328648643308,208,1.5565823715815963,1.3123920645481286,0.012247696905171369,0.5537374326945818,4,,0 days 00:00:08.940465
191,0.6238320204622158,PRUNED,0.8629575103638502,False,0.006479418787517592,511,10,37,1.712773726115297,0.44688028658407325,194,0.5535317368119145,0.012808037184061101,4.115554691656079e-06,0.9592310413270719,0,,0 days 00:00:13.257450
192,0.624134054152756,PRUNED,0.6772324763454193,True,0.008733457103426337,511,10,167,0.09333736783638223,0.09882375848196763,45,0.09702649208251593,0.43580192624461006,8.44323069803109e-08,0.8450304288229559,1,,0 days 00:00:04.164728
193,0.6071547104493946,PRUNED,0.6722939125626569,False,0.011352915369054806,511,6,182,0.09427198042149426,0.27781366365909355,50,0.8765809647618682,0.08209294232119527,9.741931769453939e-08,0.7956456194808086,0,,0 days 00:00:14.121309
194,0.6148766795415641,PRUNED,0.7429177169153132,False,0.011215241650580448,511,11,171,0.015438818733522952,0.08829945654933131,110,0.23964921889577584,0.009583102541519234,2.246351599844382e-07,0.7108849053778868,0,,0 days 00:00:08.863551
195,0.6048994405662487,COMPLETE,0.8647822464565339,False,0.03690936235013681,511,5,92,0.001231974403096757,0.2654783992561881,22,0.9692429861697056,0.599401070217551,1.033941295906361e-07,0.636563894394928,1,330.0,0 days 00:00:20.470060
196,0.6041008210890506,COMPLETE,0.5064403800430879,False,0.020137261050242567,511,9,159,0.15356882356832788,0.42334463236580555,24,0.06799547496625946,9.21631243101314,6.426090751280215e-06,0.9186641517487151,0,605.0,0 days 00:00:34.393496
197,0.6089276999500143,PRUNED,0.5330851233573441,False,0.022896637720546623,511,8,163,0.16963083925530315,0.40965705208456465,41,0.6022941355875686,0.10055009313370852,1.7480411551433346e-05,0.9075718733113013,1,,0 days 00:00:05.089376
198,0.6051381893590155,COMPLETE,0.6667809571569755,False,0.027537862243961115,511,10,179,0.040575335204102274,0.2536219084268704,86,0.3202062348929896,1.97184695171739e-05,5.330456335601733e-07,0.7144558126377603,2,171.0,0 days 00:00:18.424523
199,0.6125481051477704,PRUNED,0.5815755592271619,False,0.0061714404871723565,511,8,175,0.17698225216288613,0.4164159727419486,22,0.1413329870460064,0.21663530414179522,1.3419956494175953e-07,0.958097925684231,2,,0 days 00:00:13.783151
200,0.6060439126147282,PRUNED,0.5647656615405252,False,0.018689537792051684,127,10,156,0.0019046119446926386,0.31268443065764223,17,0.20998951466219964,4.667458566923656,8.873042429654242e-07,0.8523456437194215,1,,0 days 00:00:10.469899
201,0.6042958816064935,COMPLETE,0.512479791512109,False,0.030488899184324902,511,10,133,0.008019662612246388,0.4059771416984727,25,0.1011838649058367,0.017829430196521067,3.365157621124432e-07,0.9235488760094134,0,415.0,0 days 00:00:23.878204
202,0.6046204337947685,COMPLETE,0.7038164707487953,False,0.02687349685468292,511,5,78,0.00016774212586021767,0.08878103989473464,42,0.7376446097803061,0.0008315683641720267,3.705499019378622e-05,0.7243853004005968,3,639.0,0 days 00:00:35.979814
203,0.6039174824833213,COMPLETE,0.7311618948411854,False,0.011539115286027558,255,9,188,0.03724157820401379,0.23706124445092114,25,0.6097486642339411,0.0002226148772452533,4.173142799937123e-06,0.7975885137150895,0,1142.0,0 days 00:01:10.729861
204,0.6050869385574357,COMPLETE,0.5541157328628921,False,0.06621657399755337,511,11,157,0.05138743351137849,0.40548259467286796,38,0.059079704363267586,0.025492637909079095,2.8298378811780165e-08,0.9368884899948762,1,102.0,0 days 00:00:11.317929
205,0.6044681083345853,COMPLETE,0.7173484589791702,False,0.03803857734119353,127,5,36,0.00012216098310618837,0.4028249762699006,252,0.46970763389086595,0.8270943725604262,3.3719243987650065e-08,0.9420003813214426,3,347.0,0 days 00:00:19.258326
206,0.6231917265414278,PRUNED,0.7823046393473388,False,0.006937225869135874,255,9,195,0.0159372058834036,0.11085652455737957,64,0.38678440889496,0.0018207972072671744,4.882860921502014e-06,0.8971469479380689,2,,0 days 00:00:05.917399
207,0.6133383643081137,PRUNED,0.6112452759966733,False,0.01572322774380447,255,10,192,0.09840614258286282,0.21280294451650683,24,0.511253219795762,0.008609020741126731,0.0012444726174843277,0.6165982005887755,1,,0 days 00:00:04.032197
208,0.6043373551327423,COMPLETE,0.5075628134312601,False,0.047922022150036755,511,4,199,0.4694464495249767,0.28208943791949176,85,1.4165058075638244,0.010089057434087232,1.6029913401208364,0.7257974795688485,4,387.0,0 days 00:00:18.780265
209,0.622970754799848,PRUNED,0.7802219480650521,False,0.0071563836546824034,255,8,187,0.11852662844922791,0.28656460682853413,69,0.3652037614092718,5.303870277549118e-08,5.773242732118732e-07,0.7909072188015137,0,,0 days 00:00:05.659726
210,0.6044166842883479,COMPLETE,0.6020737059600093,False,0.0491772404495233,511,5,140,0.004449304690633593,0.43232171552761123,129,1.4119336639691107,7.315007807202629e-05,0.8606928736897295,0.5833782920171184,5,382.0,0 days 00:00:20.237137
211,0.6049079572626653,COMPLETE,0.6207625613081913,False,0.03391897964120277,511,6,152,2.6498147261797347,0.2662231221233183,104,1.2590476420996384,0.5179636230929203,0.05798849177633848,0.7603540011673425,4,247.0,0 days 00:00:16.563467
212,0.6039598463449299,COMPLETE,0.7483827570682924,False,0.012160119666830307,255,9,186,0.016496901360940248,0.2893286284454907,89,0.7725086185793932,0.004310108917378787,0.0007762051914040146,0.7962003010657851,0,475.0,0 days 00:00:34.362626
213,0.6045773964240767,COMPLETE,0.8802568030635767,False,0.013947814831778106,255,10,175,0.0004233555450650803,0.2729151786895982,26,0.06952769454685293,9.599342593377408e-05,0.0010286765073592979,0.6760960422816928,0,705.0,0 days 00:00:44.207445
214,0.6043671755012289,COMPLETE,0.5987102968052926,False,0.02828761759750005,127,10,122,9.09728480242095,0.45078167240021916,28,0.2104561031242878,0.37085890419845136,0.00017168655625690937,0.9069346385821635,2,258.0,0 days 00:00:15.579114
215,0.6050666686688276,COMPLETE,0.5058861773118349,False,0.03371047531014438,511,12,70,0.0005448246612754164,0.3772373899912769,90,0.1670537417250377,0.13107136386153317,6.148222933831656e-06,0.9375120281441013,1,134.0,0 days 00:00:17.541025
216,0.6121446004043218,PRUNED,0.7897665148054737,False,0.01443517872389214,255,8,181,0.03687673971389402,0.25572193067274734,70,0.9706690827713638,0.0002769229442465358,0.012016641451710091,0.7921700617709374,1,,0 days 00:00:05.533294
217,0.6112916196978175,PRUNED,0.7109391534125337,False,0.017392023114453464,511,7,62,0.3446317052574656,0.2668115295673926,65,0.4904214511047255,0.09031383369899287,4.266086454548607e-07,0.5419979451876205,5,,0 days 00:00:05.771084
218,0.6236045001086967,PRUNED,0.9480459405006071,False,0.008651819966120279,511,5,74,0.0001851051937653233,0.40827209222041455,236,0.36466194210615926,3.180569136242422,4.416303409771887e-07,0.9471054684145496,7,,0 days 00:00:05.134399
