league,bin_idx,bin_start,bin_end,n,avg_pred,actual_rate,hits,target_mode,outcome,calib_gap
England/Premier_League,7,0.35000000000000003,0.4,36,0.3812402265111128,0.4722222222222222,17.0,CRD25,U,-0.09098199571110943
England/Premier_League,8,0.4,0.45,109,0.43157942361045054,0.26605504587155965,29.0,CRD25,U,0.1655243777388909
England/Premier_League,9,0.45,0.5,272,0.47639538376213814,0.3860294117647059,105.0,CRD25,U,0.09036597199743224
England/Premier_League,10,0.5,0.55,311,0.5254957983418381,0.3762057877813505,117.0,CRD25,U,0.14929001056048763
England/Premier_League,11,0.55,0.6000000000000001,208,0.5713951326268902,0.5192307692307693,108.0,CRD25,U,0.05216436339612096
England/Premier_League,12,0.6000000000000001,0.6500000000000001,98,0.6197696493166746,0.5204081632653061,51.0,CRD25,U,0.09936148605136841
England/Premier_League,13,0.65,0.7000000000000001,33,0.6756435571615321,0.5454545454545454,18.0,CRD25,U,0.1301890117069867
England/Premier_League,14,0.7000000000000001,0.7500000000000001,9,0.7092959373430413,0.3333333333333333,3.0,CRD25,U,0.375962604009708
England/Premier_League,15,0.75,0.8,1,0.7808340876360064,0.0,0.0,CRD25,U,0.7808340876360064
France/Ligue_1,5,0.25,0.3,2,0.2827934066671452,1.0,2.0,CRD25,U,-0.7172065933328549
France/Ligue_1,6,0.30000000000000004,0.35000000000000003,18,0.3295379089691581,0.3888888888888889,7.0,CRD25,U,-0.05935097991973082
France/Ligue_1,7,0.35000000000000003,0.4,70,0.3805191766819698,0.4857142857142857,34.0,CRD25,U,-0.10519510903231594
France/Ligue_1,8,0.4,0.45,119,0.4263448444530598,0.37815126050420167,45.0,CRD25,U,0.04819358394885814
France/Ligue_1,9,0.45,0.5,153,0.4731856986770619,0.41830065359477125,64.0,CRD25,U,0.05488504508229064
France/Ligue_1,10,0.5,0.55,111,0.5227082454618768,0.3783783783783784,42.0,CRD25,U,0.14432986708349838
France/Ligue_1,11,0.55,0.6000000000000001,57,0.5716969076907165,0.631578947368421,36.0,CRD25,U,-0.05988203967770456
France/Ligue_1,12,0.6000000000000001,0.6500000000000001,26,0.6219240065271812,0.7692307692307693,20.0,CRD25,U,-0.1473067627035881
France/Ligue_1,13,0.65,0.7000000000000001,6,0.6657222493923585,0.6666666666666666,4.0,CRD25,U,-0.0009444172743081625
France/Ligue_1,14,0.7000000000000001,0.7500000000000001,2,0.7082813000927141,1.0,2.0,CRD25,U,-0.29171869990728594
France/Ligue_2,7,0.35000000000000003,0.4,16,0.38260684609698037,0.375,6.0,CRD25,U,0.007606846096980369
France/Ligue_2,8,0.4,0.45,52,0.4297866702336614,0.36538461538461536,19.0,CRD25,U,0.06440205484904604
France/Ligue_2,9,0.45,0.5,98,0.4763314465158156,0.40816326530612246,40.0,CRD25,U,0.06816818120969315
France/Ligue_2,10,0.5,0.55,64,0.5207882035343855,0.46875,30.0,CRD25,U,0.052038203534385485
France/Ligue_2,11,0.55,0.6000000000000001,29,0.5711979055862083,0.41379310344827586,12.0,CRD25,U,0.15740480213793245
France/Ligue_2,12,0.6000000000000001,0.6500000000000001,10,0.6187422854378363,0.3,3.0,CRD25,U,0.3187422854378363
Germany/Bundesliga_1,3,0.15000000000000002,0.2,12,0.18888786553538925,0.3333333333333333,4.0,CRD25,U,-0.14444546779794407
Germany/Bundesliga_1,4,0.2,0.25,136,0.2330547056985339,0.2426470588235294,33.0,CRD25,U,-0.009592353124995512
Germany/Bundesliga_1,5,0.25,0.3,223,0.27150060085291644,0.23766816143497757,53.0,CRD25,U,0.03383243941793887
Germany/Bundesliga_1,6,0.30000000000000004,0.35000000000000003,128,0.32427656923583925,0.34375,44.0,CRD25,U,-0.01947343076416075
Germany/Bundesliga_1,7,0.35000000000000003,0.4,55,0.36931195336183315,0.3090909090909091,17.0,CRD25,U,0.06022104427092406
Germany/Bundesliga_1,8,0.4,0.45,12,0.41806653147181566,0.5833333333333334,7.0,CRD25,U,-0.1652668018615177
Germany/Bundesliga_2,2,0.1,0.15000000000000002,9,0.1427176909671347,0.0,0.0,CRD25,U,0.1427176909671347
Germany/Bundesliga_2,3,0.15000000000000002,0.2,124,0.1793392526343863,0.13709677419354838,17.0,CRD25,U,0.04224247844083792
Germany/Bundesliga_2,4,0.2,0.25,112,0.2199175367712841,0.17857142857142858,20.0,CRD25,U,0.041346108199855514
Germany/Bundesliga_2,5,0.25,0.3,15,0.2629386166094365,0.2,3.0,CRD25,U,0.0629386166094365
Germany/Bundesliga_2,6,0.30000000000000004,0.35000000000000003,1,0.33382573649776615,0.0,0.0,CRD25,U,0.33382573649776615
Italy/Serie_A,7,0.35000000000000003,0.4,8,0.3820934161876376,0.25,2.0,CRD25,U,0.1320934161876376
Italy/Serie_A,8,0.4,0.45,29,0.4297880504598033,0.5172413793103449,15.0,CRD25,U,-0.08745332885054158
Italy/Serie_A,9,0.45,0.5,100,0.4803983796559768,0.62,62.0,CRD25,U,-0.13960162034402318
Italy/Serie_A,10,0.5,0.55,129,0.5272598297578709,0.5736434108527132,74.0,CRD25,U,-0.04638358109484231
Italy/Serie_A,11,0.55,0.6000000000000001,156,0.5753570318497313,0.6346153846153846,99.0,CRD25,U,-0.05925835276565328
Italy/Serie_A,12,0.6000000000000001,0.6500000000000001,140,0.6247628361329337,0.7357142857142858,103.0,CRD25,U,-0.11095144958135206
Italy/Serie_A,13,0.65,0.7000000000000001,92,0.6732992156306032,0.7717391304347826,71.0,CRD25,U,-0.09843991480417935
Italy/Serie_A,14,0.7000000000000001,0.7500000000000001,44,0.7203338016507085,0.8181818181818182,36.0,CRD25,U,-0.09784801653110975
Italy/Serie_A,15,0.75,0.8,2,0.7828118666845321,1.0,2.0,CRD25,U,-0.21718813331546793
Italy/Serie_B,6,0.30000000000000004,0.35000000000000003,5,0.3277680609090613,0.4,2.0,CRD25,U,-0.07223193909093872
Italy/Serie_B,7,0.35000000000000003,0.4,57,0.3808526385671975,0.49122807017543857,28.0,CRD25,U,-0.11037543160824109
Italy/Serie_B,8,0.4,0.45,107,0.4247106529423533,0.48598130841121495,52.0,CRD25,U,-0.06127065546886168
Italy/Serie_B,9,0.45,0.5,102,0.4748708549337792,0.46078431372549017,47.0,CRD25,U,0.014086541208289005
Italy/Serie_B,10,0.5,0.55,56,0.5224080817669821,0.5714285714285714,32.0,CRD25,U,-0.04902048966158934
Italy/Serie_B,11,0.55,0.6000000000000001,11,0.5695438549055312,0.6363636363636364,7.0,CRD25,U,-0.06681978145810519
Italy/Serie_B,12,0.6000000000000001,0.6500000000000001,2,0.6095323115686763,1.0,2.0,CRD25,U,-0.39046768843132373
Netherlands/Eredivisie,8,0.4,0.45,3,0.42200274549596434,0.0,0.0,CRD25,U,0.42200274549596434
Netherlands/Eredivisie,9,0.45,0.5,10,0.4810808099015982,0.8,8.0,CRD25,U,-0.31891919009840186
Netherlands/Eredivisie,10,0.5,0.55,31,0.5354561543895466,0.5483870967741935,17.0,CRD25,U,-0.01293094238464687
Netherlands/Eredivisie,11,0.55,0.6000000000000001,64,0.5764328820395027,0.546875,35.0,CRD25,U,0.029557882039502714
Netherlands/Eredivisie,12,0.6000000000000001,0.6500000000000001,72,0.6250736765635431,0.625,45.0,CRD25,U,7.367656354306806e-05
Netherlands/Eredivisie,13,0.65,0.7000000000000001,64,0.6752661503215938,0.640625,41.0,CRD25,U,0.03464115032159376
Netherlands/Eredivisie,14,0.7000000000000001,0.7500000000000001,22,0.7199138482207386,0.5454545454545454,12.0,CRD25,U,0.17445930276619315
Netherlands/Eredivisie,15,0.75,0.8,4,0.7611245450919901,1.0,4.0,CRD25,U,-0.23887545490800988
Portugal/Primeira_Liga,2,0.1,0.15000000000000002,3,0.13041726942872325,0.6666666666666666,2.0,CRD25,U,-0.5362493972379434
Portugal/Primeira_Liga,3,0.15000000000000002,0.2,25,0.17503484034297806,0.28,7.0,CRD25,U,-0.10496515965702197
Portugal/Primeira_Liga,4,0.2,0.25,73,0.22454641714415066,0.2191780821917808,16.0,CRD25,U,0.005368334952369852
Portugal/Primeira_Liga,5,0.25,0.3,71,0.274432834197825,0.23943661971830985,17.0,CRD25,U,0.03499621447951515
Portugal/Primeira_Liga,6,0.30000000000000004,0.35000000000000003,52,0.32567356342390347,0.36538461538461536,19.0,CRD25,U,-0.039711051960711896
Portugal/Primeira_Liga,7,0.35000000000000003,0.4,24,0.36954906907703894,0.4166666666666667,10.0,CRD25,U,-0.04711759758962775
Portugal/Primeira_Liga,8,0.4,0.45,10,0.4268426006957771,0.3,3.0,CRD25,U,0.12684260069577713
Portugal/Primeira_Liga,9,0.45,0.5,1,0.4603512144310745,0.0,0.0,CRD25,U,0.4603512144310745
Scotland/Championship,6,0.30000000000000004,0.35000000000000003,6,0.33136885956015133,0.3333333333333333,2.0,CRD25,U,-0.001964473773181985
Scotland/Championship,7,0.35000000000000003,0.4,18,0.3806362808405519,0.3888888888888889,7.0,CRD25,U,-0.008252608048336996
Scotland/Championship,8,0.4,0.45,29,0.42711518324471737,0.3793103448275862,11.0,CRD25,U,0.04780483841713118
Scotland/Championship,9,0.45,0.5,38,0.4756569657945731,0.3157894736842105,12.0,CRD25,U,0.1598674921103626
Scotland/Championship,10,0.5,0.55,37,0.5209320325318101,0.35135135135135137,13.0,CRD25,U,0.16958068118045871
Scotland/Championship,11,0.55,0.6000000000000001,27,0.5737817635346152,0.2222222222222222,6.0,CRD25,U,0.351559541312393
Scotland/Championship,12,0.6000000000000001,0.6500000000000001,10,0.6271996474249786,0.5,5.0,CRD25,U,0.12719964742497858
Scotland/League_One,9,0.45,0.5,2,0.4845907950463235,0.5,1.0,CRD25,U,-0.01540920495367648
Scotland/League_One,10,0.5,0.55,69,0.5310294207393821,0.3188405797101449,22.0,CRD25,U,0.21218884102923719
Scotland/League_One,11,0.55,0.6000000000000001,81,0.571834849519834,0.4074074074074074,33.0,CRD25,U,0.1644274421124266
Scotland/League_One,12,0.6000000000000001,0.6500000000000001,13,0.6148973693575235,0.46153846153846156,6.0,CRD25,U,0.15335890781906192
Scotland/League_Two,5,0.25,0.3,1,0.2832191212026912,1.0,1.0,CRD25,U,-0.7167808787973088
Scotland/League_Two,7,0.35000000000000003,0.4,7,0.37691877345828645,0.42857142857142855,3.0,CRD25,U,-0.0516526551131421
Scotland/League_Two,8,0.4,0.45,38,0.42785450712630724,0.3157894736842105,12.0,CRD25,U,0.11206503344209673
Scotland/League_Two,9,0.45,0.5,37,0.47447064042922393,0.35135135135135137,13.0,CRD25,U,0.12311928907787256
Scotland/League_Two,10,0.5,0.55,46,0.5233952966430188,0.3695652173913043,17.0,CRD25,U,0.15383007925171444
Scotland/League_Two,11,0.55,0.6000000000000001,28,0.5698380865055305,0.39285714285714285,11.0,CRD25,U,0.17698094364838762
Scotland/League_Two,12,0.6000000000000001,0.6500000000000001,7,0.614925072062573,0.42857142857142855,3.0,CRD25,U,0.18635364349114442
Scotland/League_Two,14,0.7000000000000001,0.7500000000000001,1,0.7089312631639865,0.0,0.0,CRD25,U,0.7089312631639865
Scotland/Premiership,6,0.30000000000000004,0.35000000000000003,1,0.33885076468278363,1.0,1.0,CRD25,U,-0.6611492353172164
Scotland/Premiership,7,0.35000000000000003,0.4,8,0.38641821233574447,0.375,3.0,CRD25,U,0.011418212335744471
Scotland/Premiership,8,0.4,0.45,52,0.4318255675451341,0.38461538461538464,20.0,CRD25,U,0.04721018292974949
Scotland/Premiership,9,0.45,0.5,163,0.47648348089842707,0.43558282208588955,71.0,CRD25,U,0.040900658812537516
Scotland/Premiership,10,0.5,0.55,197,0.5242726443889123,0.467005076142132,92.0,CRD25,U,0.05726756824678031
Scotland/Premiership,11,0.55,0.6000000000000001,128,0.5700648251701778,0.5390625,69.0,CRD25,U,0.031002325170177758
Scotland/Premiership,12,0.6000000000000001,0.6500000000000001,72,0.6249283238490873,0.5555555555555556,40.0,CRD25,U,0.06937276829353167
Scotland/Premiership,13,0.65,0.7000000000000001,31,0.6718180910065442,0.7741935483870968,24.0,CRD25,U,-0.10237545738055254
Scotland/Premiership,14,0.7000000000000001,0.7500000000000001,2,0.7015164790176487,0.5,1.0,CRD25,U,0.2015164790176487
Spain/Segunda_Division,9,0.45,0.5,8,0.4722671962125411,0.625,5.0,CRD25,U,-0.1527328037874589
Spain/Segunda_Division,10,0.5,0.55,44,0.5301349005590655,0.4318181818181818,19.0,CRD25,U,0.09831671874088371
Spain/Segunda_Division,11,0.55,0.6000000000000001,109,0.5783020274840625,0.5596330275229358,61.0,CRD25,U,0.018668999961126698
Spain/Segunda_Division,12,0.6000000000000001,0.6500000000000001,129,0.6255417768877808,0.5193798449612403,67.0,CRD25,U,0.10616193192654044
Spain/Segunda_Division,13,0.65,0.7000000000000001,76,0.670611088494772,0.618421052631579,47.0,CRD25,U,0.05219003586319304
Spain/Segunda_Division,14,0.7000000000000001,0.7500000000000001,18,0.7169713583802035,0.7222222222222222,13.0,CRD25,U,-0.0052508638420186715
Spain/Segunda_Division,15,0.75,0.8,1,0.7676965538460299,1.0,1.0,CRD25,U,-0.23230344615397014
Turkey/Super_Lig,10,0.5,0.55,261,0.5275180542469954,0.5517241379310345,144.0,CRD25,U,-0.024206083684039092
ALL,0,0.0,0.05,89,0.040219680472634044,0.02247191011235955,2.0,FTR,A,0.017747770360274494
ALL,1,0.05,0.1,512,0.08011858300200929,0.072265625,37.0,FTR,A,0.007852958002009289
ALL,2,0.1,0.15000000000000002,964,0.12721632890869747,0.12033195020746888,116.0,FTR,A,0.006884378701228586
ALL,3,0.15000000000000002,0.2,1996,0.17835859789798517,0.16783567134268537,335.0,FTR,A,0.010522926555299794
ALL,4,0.2,0.25,3541,0.22590177108693052,0.2315730019768427,820.0,FTR,A,-0.005671230889912171
ALL,5,0.25,0.3,3656,0.27434115940856285,0.28583150984682715,1045.0,FTR,A,-0.011490350438264296
ALL,6,0.30000000000000004,0.35000000000000003,2822,0.32319949249404517,0.3281360737065911,926.0,FTR,A,-0.004936581212545921
ALL,7,0.35000000000000003,0.4,1943,0.3736553175700722,0.39475038600102935,767.0,FTR,A,-0.021095068430957153
ALL,8,0.4,0.45,1266,0.4230821951146298,0.4368088467614534,553.0,FTR,A,-0.013726651646823573
ALL,9,0.45,0.5,785,0.4730275627664021,0.4764331210191083,374.0,FTR,A,-0.0034055582527061645
ALL,10,0.5,0.55,487,0.5214367559908689,0.49691991786447637,242.0,FTR,A,0.02451683812639255
ALL,11,0.55,0.6000000000000001,259,0.5726835528224599,0.583011583011583,151.0,FTR,A,-0.010328030189123094
ALL,12,0.6000000000000001,0.6500000000000001,215,0.6222571029476354,0.6325581395348837,136.0,FTR,A,-0.010301036587248347
ALL,13,0.65,0.7000000000000001,160,0.6755716732274792,0.7375,118.0,FTR,A,-0.0619283267725208
ALL,14,0.7000000000000001,0.7500000000000001,93,0.7214748065393383,0.8172043010752689,76.0,FTR,A,-0.0957294945359306
ALL,15,0.75,0.8,28,0.7678566207993349,0.6428571428571429,18.0,FTR,A,0.12499947794219202
ALL,16,0.8,0.8500000000000001,6,0.8183218912861417,0.8333333333333334,5.0,FTR,A,-0.015011442047191625
Belgium/First_Division_A,1,0.05,0.1,35,0.09016867605013514,0.14285714285714285,5.0,FTR,A,-0.052688466807007714
Belgium/First_Division_A,2,0.1,0.15000000000000002,80,0.1273140964158858,0.15,12.0,FTR,A,-0.02268590358411418
Belgium/First_Division_A,3,0.15000000000000002,0.2,116,0.17488205530496442,0.16379310344827586,19.0,FTR,A,0.011088951856688567
Belgium/First_Division_A,4,0.2,0.25,138,0.22615851575048931,0.21739130434782608,30.0,FTR,A,0.008767211402663233
Belgium/First_Division_A,5,0.25,0.3,140,0.2744491361796233,0.3,42.0,FTR,A,-0.02555086382037669
Belgium/First_Division_A,6,0.30000000000000004,0.35000000000000003,115,0.3242049437519401,0.3130434782608696,36.0,FTR,A,0.011161465491070499
Belgium/First_Division_A,7,0.35000000000000003,0.4,90,0.37362378014023667,0.3888888888888889,35.0,FTR,A,-0.015265108748652223
Belgium/First_Division_A,8,0.4,0.45,73,0.42520463289472965,0.4383561643835616,32.0,FTR,A,-0.013151531488831969
Belgium/First_Division_A,9,0.45,0.5,46,0.4764487584305767,0.6086956521739131,28.0,FTR,A,-0.13224689374333637
Belgium/First_Division_A,10,0.5,0.55,36,0.5197555514494684,0.5,18.0,FTR,A,0.01975555144946839
Belgium/First_Division_A,11,0.55,0.6000000000000001,9,0.5683518926349685,0.5555555555555556,5.0,FTR,A,0.012796337079412967
Belgium/First_Division_A,12,0.6000000000000001,0.6500000000000001,2,0.6075346489221733,0.5,1.0,FTR,A,0.10753464892217335
England/Championship,2,0.1,0.15000000000000002,16,0.14105643687962072,0.0625,1.0,FTR,A,0.07855643687962072
England/Championship,3,0.15000000000000002,0.2,182,0.17852027430668088,0.13736263736263737,25.0,FTR,A,0.04115763694404351
England/Championship,4,0.2,0.25,341,0.2269524335792232,0.2434017595307918,83.0,FTR,A,-0.01644932595156859
England/Championship,5,0.25,0.3,296,0.27588066006908796,0.2905405405405405,86.0,FTR,A,-0.014659880471452558
England/Championship,6,0.30000000000000004,0.35000000000000003,291,0.3241297524729385,0.29896907216494845,87.0,FTR,A,0.02516068030799007
England/Championship,7,0.35000000000000003,0.4,223,0.37468533380332875,0.38565022421524664,86.0,FTR,A,-0.010964890411917894
England/Championship,8,0.4,0.45,159,0.42456592311563246,0.4591194968553459,73.0,FTR,A,-0.03455357373971346
England/Championship,9,0.45,0.5,67,0.4714124556668197,0.40298507462686567,27.0,FTR,A,0.06842738103995405
England/Championship,10,0.5,0.55,28,0.5198525088226863,0.39285714285714285,11.0,FTR,A,0.12699536596554345
England/Championship,11,0.55,0.6000000000000001,5,0.5737222180224396,0.2,1.0,FTR,A,0.3737222180224396
England/League_One,2,0.1,0.15000000000000002,9,0.14502556909683093,0.0,0.0,FTR,A,0.14502556909683093
England/League_One,3,0.15000000000000002,0.2,188,0.17947213972652318,0.13297872340425532,25.0,FTR,A,0.04649341632226786
England/League_One,4,0.2,0.25,310,0.22550762562000634,0.2129032258064516,66.0,FTR,A,0.01260439981355474
England/League_One,5,0.25,0.3,371,0.2757705724351221,0.3018867924528302,112.0,FTR,A,-0.02611622001770808
England/League_One,6,0.30000000000000004,0.35000000000000003,308,0.3220975736399596,0.35714285714285715,110.0,FTR,A,-0.03504528350289754
England/League_One,7,0.35000000000000003,0.4,195,0.3727029038535067,0.46153846153846156,90.0,FTR,A,-0.08883555768495488
England/League_One,8,0.4,0.45,125,0.42529783745553923,0.456,57.0,FTR,A,-0.030702162544460787
England/League_One,9,0.45,0.5,78,0.46891318065195203,0.3974358974358974,31.0,FTR,A,0.07147728321605462
England/League_One,10,0.5,0.55,25,0.5143065647730013,0.48,12.0,FTR,A,0.03430656477300131
England/League_One,11,0.55,0.6000000000000001,2,0.5506205385384446,0.5,1.0,FTR,A,0.050620538538444615
England/League_Two,3,0.15000000000000002,0.2,50,0.1881000655471616,0.26,13.0,FTR,A,-0.0718999344528384
England/League_Two,4,0.2,0.25,307,0.2272477712018654,0.1791530944625407,55.0,FTR,A,0.04809467673932469
England/League_Two,5,0.25,0.3,452,0.2745406303395112,0.27876106194690264,126.0,FTR,A,-0.004220431607391439
England/League_Two,6,0.30000000000000004,0.35000000000000003,367,0.3236196662322956,0.3405994550408719,125.0,FTR,A,-0.016979788808576313
England/League_Two,7,0.35000000000000003,0.4,254,0.3746880178305846,0.3858267716535433,98.0,FTR,A,-0.011138753822958702
England/League_Two,8,0.4,0.45,148,0.4221982773579189,0.40540540540540543,60.0,FTR,A,0.0167928719525135
England/League_Two,9,0.45,0.5,35,0.4736502393996072,0.6857142857142857,24.0,FTR,A,-0.2120640463146785
England/League_Two,10,0.5,0.55,6,0.5119328611762092,0.5,3.0,FTR,A,0.011932861176209175
England/Premier_League,1,0.05,0.1,70,0.08652232929247593,0.07142857142857142,5.0,FTR,A,0.015093757863904503
England/Premier_League,2,0.1,0.15000000000000002,136,0.125119071967294,0.1323529411764706,18.0,FTR,A,-0.007233869209176597
England/Premier_League,3,0.15000000000000002,0.2,132,0.17193142158121208,0.1590909090909091,21.0,FTR,A,0.012840512490302991
England/Premier_League,4,0.2,0.25,136,0.22432821271096526,0.2426470588235294,33.0,FTR,A,-0.018318846112564152
England/Premier_League,5,0.25,0.3,134,0.27364128872018134,0.373134328358209,50.0,FTR,A,-0.09949303963802764
England/Premier_League,6,0.30000000000000004,0.35000000000000003,116,0.32143758303142295,0.3620689655172414,42.0,FTR,A,-0.040631382485818435
England/Premier_League,7,0.35000000000000003,0.4,92,0.372362975734308,0.45652173913043476,42.0,FTR,A,-0.08415876339612677
England/Premier_League,8,0.4,0.45,66,0.422641205073327,0.3939393939393939,26.0,FTR,A,0.028701811133933053
England/Premier_League,9,0.45,0.5,60,0.4730367502754513,0.5166666666666667,31.0,FTR,A,-0.04362991639121544
England/Premier_League,10,0.5,0.55,43,0.5253447803860135,0.5813953488372093,25.0,FTR,A,-0.056050568451195826
England/Premier_League,11,0.55,0.6000000000000001,43,0.5767482591600723,0.627906976744186,27.0,FTR,A,-0.05115871758411372
England/Premier_League,12,0.6000000000000001,0.6500000000000001,35,0.6246599544616638,0.6571428571428571,23.0,FTR,A,-0.03248290268119336
England/Premier_League,13,0.65,0.7000000000000001,16,0.669797785537712,0.75,12.0,FTR,A,-0.08020221446228804
France/Ligue_1,1,0.05,0.1,40,0.08363988739533067,0.125,5.0,FTR,A,-0.04136011260466933
France/Ligue_1,2,0.1,0.15000000000000002,105,0.12742710694099355,0.06666666666666667,7.0,FTR,A,0.06076044027432688
France/Ligue_1,3,0.15000000000000002,0.2,136,0.17672528897016254,0.22058823529411764,30.0,FTR,A,-0.0438629463239551
France/Ligue_1,4,0.2,0.25,154,0.2225777289443938,0.2987012987012987,46.0,FTR,A,-0.0761235697569049
France/Ligue_1,5,0.25,0.3,97,0.276035752298619,0.3711340206185567,36.0,FTR,A,-0.09509826831993773
France/Ligue_1,6,0.30000000000000004,0.35000000000000003,71,0.3218087162907208,0.323943661971831,23.0,FTR,A,-0.002134945681110223
France/Ligue_1,7,0.35000000000000003,0.4,64,0.3739403068871085,0.453125,29.0,FTR,A,-0.0791846931128915
France/Ligue_1,8,0.4,0.45,50,0.42469793237583026,0.46,23.0,FTR,A,-0.035302067624169764
France/Ligue_1,9,0.45,0.5,35,0.4742924851139531,0.42857142857142855,15.0,FTR,A,0.04572105654252456
France/Ligue_1,10,0.5,0.55,48,0.524634745587606,0.4166666666666667,20.0,FTR,A,0.10796807892093935
France/Ligue_1,11,0.55,0.6000000000000001,31,0.5673233126446012,0.6774193548387096,21.0,FTR,A,-0.1100960421941084
France/Ligue_1,12,0.6000000000000001,0.6500000000000001,21,0.6238354998054114,0.6190476190476191,13.0,FTR,A,0.004787880757792351
France/Ligue_1,13,0.65,0.7000000000000001,10,0.679923878653617,0.7,7.0,FTR,A,-0.020076121346382925
France/Ligue_1,14,0.7000000000000001,0.7500000000000001,7,0.7200206249607677,0.5714285714285714,4.0,FTR,A,0.1485920535321963
France/Ligue_1,15,0.75,0.8,1,0.7639646798316978,1.0,1.0,FTR,A,-0.2360353201683022
France/Ligue_2,2,0.1,0.15000000000000002,3,0.1359230757795211,0.0,0.0,FTR,A,0.1359230757795211
France/Ligue_2,3,0.15000000000000002,0.2,142,0.1825577351604875,0.23943661971830985,34.0,FTR,A,-0.056878884557822335
France/Ligue_2,4,0.2,0.25,290,0.22522636303134672,0.25517241379310346,74.0,FTR,A,-0.029946050761756743
France/Ligue_2,5,0.25,0.3,231,0.27174726394693943,0.2987012987012987,69.0,FTR,A,-0.026954034754359257
France/Ligue_2,6,0.30000000000000004,0.35000000000000003,135,0.3238801973738774,0.34814814814814815,47.0,FTR,A,-0.02426795077427074
France/Ligue_2,7,0.35000000000000003,0.4,91,0.3740102477563646,0.4175824175824176,38.0,FTR,A,-0.043572169826053
France/Ligue_2,8,0.4,0.45,41,0.42126225985790083,0.36585365853658536,15.0,FTR,A,0.055408601321315476
France/Ligue_2,9,0.45,0.5,19,0.46933581416064785,0.42105263157894735,8.0,FTR,A,0.0482831825817005
France/Ligue_2,10,0.5,0.55,2,0.5165511676509068,1.0,2.0,FTR,A,-0.4834488323490932
France/Ligue_2,11,0.55,0.6000000000000001,1,0.5501784580654083,0.0,0.0,FTR,A,0.5501784580654083
Germany/Bundesliga_1,1,0.05,0.1,18,0.0863042000515012,0.1111111111111111,2.0,FTR,A,-0.0248069110596099
Germany/Bundesliga_1,2,0.1,0.15000000000000002,100,0.1259516141113864,0.06,6.0,FTR,A,0.06595161411138639
Germany/Bundesliga_1,3,0.15000000000000002,0.2,85,0.17569855439846127,0.1411764705882353,12.0,FTR,A,0.03452208381022598
Germany/Bundesliga_1,4,0.2,0.25,107,0.22523332038340277,0.2336448598130841,25.0,FTR,A,-0.008411539429681342
Germany/Bundesliga_1,5,0.25,0.3,124,0.27619006215772457,0.29838709677419356,37.0,FTR,A,-0.02219703461646899
Germany/Bundesliga_1,6,0.30000000000000004,0.35000000000000003,113,0.3243798303318333,0.30973451327433627,35.0,FTR,A,0.014645317057497054
Germany/Bundesliga_1,7,0.35000000000000003,0.4,95,0.37476747790444687,0.4421052631578947,42.0,FTR,A,-0.06733778525344786
Germany/Bundesliga_1,8,0.4,0.45,71,0.42221702722134946,0.4788732394366197,34.0,FTR,A,-0.05665621221527023
Germany/Bundesliga_1,9,0.45,0.5,43,0.47156736097710567,0.4883720930232558,21.0,FTR,A,-0.016804732046150128
Germany/Bundesliga_1,10,0.5,0.55,33,0.5190703509096654,0.30303030303030304,10.0,FTR,A,0.21604004787936232
Germany/Bundesliga_1,11,0.55,0.6000000000000001,23,0.5733902055734564,0.6086956521739131,14.0,FTR,A,-0.03530544660045665
Germany/Bundesliga_1,12,0.6000000000000001,0.6500000000000001,25,0.6214491342995629,0.68,17.0,FTR,A,-0.058550865700437105
Germany/Bundesliga_1,13,0.65,0.7000000000000001,23,0.6780277025597017,0.782608695652174,18.0,FTR,A,-0.10458099309247226
Germany/Bundesliga_1,14,0.7000000000000001,0.7500000000000001,11,0.7165120811645802,0.9090909090909091,10.0,FTR,A,-0.19257882792632885
Germany/Bundesliga_1,15,0.75,0.8,2,0.7692460837575659,0.5,1.0,FTR,A,0.26924608375756587
Germany/Bundesliga_2,3,0.15000000000000002,0.2,58,0.18859402554892027,0.08620689655172414,5.0,FTR,A,0.10238712899719613
Germany/Bundesliga_2,4,0.2,0.25,229,0.22610148627682972,0.24890829694323144,57.0,FTR,A,-0.022806810666401722
Germany/Bundesliga_2,5,0.25,0.3,304,0.27381582598295795,0.3190789473684211,97.0,FTR,A,-0.04526312138546312
Germany/Bundesliga_2,6,0.30000000000000004,0.35000000000000003,195,0.32105790309798354,0.38974358974358975,76.0,FTR,A,-0.0686856866456062
Germany/Bundesliga_2,7,0.35000000000000003,0.4,71,0.37197063360978355,0.4788732394366197,34.0,FTR,A,-0.10690260582683614
Germany/Bundesliga_2,8,0.4,0.45,16,0.4163661304332578,0.25,4.0,FTR,A,0.16636613043325782
Italy/Serie_A,1,0.05,0.1,48,0.08834624564730288,0.10416666666666667,5.0,FTR,A,-0.01582042101936379
Italy/Serie_A,2,0.1,0.15000000000000002,148,0.1250556949510612,0.10135135135135136,15.0,FTR,A,0.02370434359970984
Italy/Serie_A,3,0.15000000000000002,0.2,123,0.17366503217084545,0.13008130081300814,16.0,FTR,A,0.0435837313578373
Italy/Serie_A,4,0.2,0.25,118,0.22625450865208413,0.15254237288135594,18.0,FTR,A,0.07371213577072819
Italy/Serie_A,5,0.25,0.3,149,0.27366820280499726,0.2348993288590604,35.0,FTR,A,0.038768873945936866
