league,bin_idx,bin_start,bin_end,n,avg_pred,actual_rate,hits,target_mode,outcome,calib_gap
Scotland/Premiership,7,0.35000000000000003,0.4,10,0.3769299996927166,0.2,2.0,FTR,D,0.1769299996927166
Scotland/Premiership,8,0.4,0.45,1,0.4024473099978116,1.0,1.0,FTR,D,-0.5975526900021884
Spain/Segunda_Division,3,0.15000000000000002,0.2,16,0.18057506129681342,0.0625,1.0,FTR,D,0.11807506129681342
Spain/Segunda_Division,4,0.2,0.25,159,0.23331884683934034,0.24528301886792453,39.0,FTR,D,-0.011964172028584186
Spain/Segunda_Division,5,0.25,0.3,471,0.2773795440044966,0.2653927813163482,125.0,FTR,D,0.011986762688148411
Spain/Segunda_Division,6,0.30000000000000004,0.35000000000000003,471,0.32247462941090066,0.3057324840764331,144.0,FTR,D,0.01674214533446755
Spain/Segunda_Division,7,0.35000000000000003,0.4,164,0.36808976451484077,0.3231707317073171,53.0,FTR,D,0.044919032807523684
Spain/Segunda_Division,8,0.4,0.45,24,0.4151514329194474,0.25,6.0,FTR,D,0.1651514329194474
Spain/Segunda_Division,9,0.45,0.5,4,0.4620447495511549,0.5,2.0,FTR,D,-0.037955250448845124
Turkey/Super_Lig,1,0.05,0.1,1,0.09743108162715129,0.0,0.0,FTR,D,0.09743108162715129
Turkey/Super_Lig,2,0.1,0.15000000000000002,74,0.13351948290724322,0.12162162162162163,9.0,FTR,D,0.011897861285621592
Turkey/Super_Lig,3,0.15000000000000002,0.2,110,0.1746959155980733,0.21818181818181817,24.0,FTR,D,-0.04348590258374488
Turkey/Super_Lig,4,0.2,0.25,237,0.22969142219508623,0.2616033755274262,62.0,FTR,D,-0.031911953332339954
Turkey/Super_Lig,5,0.25,0.3,364,0.2728816996676365,0.28846153846153844,105.0,FTR,D,-0.015579838793901957
Turkey/Super_Lig,6,0.30000000000000004,0.35000000000000003,162,0.3193811472981398,0.30246913580246915,49.0,FTR,D,0.016912011495670676
Turkey/Super_Lig,7,0.35000000000000003,0.4,31,0.370768708142592,0.2903225806451613,9.0,FTR,D,0.08044612749743069
Turkey/Super_Lig,8,0.4,0.45,4,0.41282239722705155,0.25,1.0,FTR,D,0.16282239722705155
ALL,1,0.05,0.1,42,0.08731065941507034,0.14285714285714285,6.0,FTR,H,-0.05554648344207251
ALL,2,0.1,0.15000000000000002,209,0.12841236298689604,0.0861244019138756,18.0,FTR,H,0.042287961073020436
ALL,3,0.15000000000000002,0.2,424,0.17677883330165842,0.14386792452830188,61.0,FTR,H,0.032910908773356534
ALL,4,0.2,0.25,691,0.22838608692177167,0.20260492040520983,140.0,FTR,H,0.025781166516561843
ALL,5,0.25,0.3,1394,0.2776002817028854,0.2733142037302726,381.0,FTR,H,0.004286077972612823
ALL,6,0.30000000000000004,0.35000000000000003,2203,0.32612812128306723,0.32728098048116205,721.0,FTR,H,-0.0011528591980948244
ALL,7,0.35000000000000003,0.4,2905,0.37599003970206735,0.3862306368330465,1122.0,FTR,H,-0.010240597130979134
ALL,8,0.4,0.45,3097,0.42457396314886947,0.4291249596383597,1329.0,FTR,H,-0.0045509964894902555
ALL,9,0.45,0.5,2624,0.4735198268678963,0.4561737804878049,1197.0,FTR,H,0.017346046380091407
ALL,10,0.5,0.55,1948,0.5233544151877666,0.5318275154004107,1036.0,FTR,H,-0.008473100212644136
ALL,11,0.55,0.6000000000000001,1229,0.5726769125702322,0.5777054515866559,710.0,FTR,H,-0.005028539016423639
ALL,12,0.6000000000000001,0.6500000000000001,653,0.6228224383283868,0.5834609494640123,381.0,FTR,H,0.039361488864374516
ALL,13,0.65,0.7000000000000001,426,0.6726646579575595,0.6643192488262911,283.0,FTR,H,0.008345409131268355
ALL,14,0.7000000000000001,0.7500000000000001,392,0.7248922977312686,0.7346938775510204,288.0,FTR,H,-0.009801579819751827
ALL,15,0.75,0.8,298,0.7730454680094277,0.7684563758389261,229.0,FTR,H,0.00458909217050163
ALL,16,0.8,0.8500000000000001,175,0.8221824034840498,0.8114285714285714,142.0,FTR,H,0.010753832055478418
ALL,17,0.8500000000000001,0.9000000000000001,96,0.8687398161163903,0.90625,87.0,FTR,H,-0.037510183883609716
ALL,18,0.9,0.9500000000000001,16,0.9103247272927274,0.75,12.0,FTR,H,0.1603247272927274
Belgium/First_Division_A,3,0.15000000000000002,0.2,1,0.19420757955893206,0.0,0.0,FTR,H,0.19420757955893206
Belgium/First_Division_A,4,0.2,0.25,46,0.22991185177707152,0.1956521739130435,9.0,FTR,H,0.03425967786402803
Belgium/First_Division_A,5,0.25,0.3,94,0.2762195488915021,0.18085106382978725,17.0,FTR,H,0.09536848506171483
Belgium/First_Division_A,6,0.30000000000000004,0.35000000000000003,96,0.32563398347719,0.3020833333333333,29.0,FTR,H,0.02355065014385671
Belgium/First_Division_A,7,0.35000000000000003,0.4,103,0.3730132286205597,0.36893203883495146,38.0,FTR,H,0.00408118978560823
Belgium/First_Division_A,8,0.4,0.45,99,0.42588524887154067,0.37373737373737376,37.0,FTR,H,0.05214787513416691
Belgium/First_Division_A,9,0.45,0.5,86,0.472951509232898,0.4418604651162791,38.0,FTR,H,0.03109104411661895
Belgium/First_Division_A,10,0.5,0.55,81,0.5231006987721952,0.4567901234567901,37.0,FTR,H,0.06631057531540513
Belgium/First_Division_A,11,0.55,0.6000000000000001,87,0.5738788157177143,0.5632183908045977,49.0,FTR,H,0.010660424913116584
Belgium/First_Division_A,12,0.6000000000000001,0.6500000000000001,63,0.6229417963221325,0.5873015873015873,37.0,FTR,H,0.03564020902054521
Belgium/First_Division_A,13,0.65,0.7000000000000001,49,0.6713916464531924,0.6530612244897959,32.0,FTR,H,0.018330421963396515
Belgium/First_Division_A,14,0.7000000000000001,0.7500000000000001,33,0.7282193103150908,0.7272727272727273,24.0,FTR,H,0.0009465830423635024
Belgium/First_Division_A,15,0.75,0.8,31,0.7740580175817384,0.8064516129032258,25.0,FTR,H,-0.032393595321487334
Belgium/First_Division_A,16,0.8,0.8500000000000001,11,0.8132954433266946,0.7272727272727273,8.0,FTR,H,0.08602271605396727
England/Championship,3,0.15000000000000002,0.2,2,0.1914499507116905,1.0,2.0,FTR,H,-0.8085500492883095
England/Championship,4,0.2,0.25,45,0.23348419519931116,0.15555555555555556,7.0,FTR,H,0.0779286396437556
England/Championship,5,0.25,0.3,177,0.278551167881661,0.3446327683615819,61.0,FTR,H,-0.0660816004799209
England/Championship,6,0.30000000000000004,0.35000000000000003,276,0.32585216340400114,0.36231884057971014,100.0,FTR,H,-0.036466677175709006
England/Championship,7,0.35000000000000003,0.4,282,0.37516120522444707,0.40070921985815605,113.0,FTR,H,-0.025548014633708982
England/Championship,8,0.4,0.45,255,0.4241314277429519,0.41568627450980394,106.0,FTR,H,0.008445153233147984
England/Championship,9,0.45,0.5,218,0.4764402919961935,0.5045871559633027,110.0,FTR,H,-0.028146863967109248
England/Championship,10,0.5,0.55,187,0.5240815360588215,0.5561497326203209,104.0,FTR,H,-0.032068196561499396
England/Championship,11,0.55,0.6000000000000001,107,0.5713715129093445,0.5887850467289719,63.0,FTR,H,-0.017413533819627403
England/Championship,12,0.6000000000000001,0.6500000000000001,53,0.6215546080286843,0.7169811320754716,38.0,FTR,H,-0.09542652404678731
England/Championship,13,0.65,0.7000000000000001,6,0.6668551309517236,0.8333333333333334,5.0,FTR,H,-0.16647820238160982
England/League_One,3,0.15000000000000002,0.2,1,0.19691800789405148,0.0,0.0,FTR,H,0.19691800789405148
England/League_One,4,0.2,0.25,26,0.23551586998973242,0.23076923076923078,6.0,FTR,H,0.004746639220501642
England/League_One,5,0.25,0.3,126,0.2803343173553381,0.29365079365079366,37.0,FTR,H,-0.01331647629545557
England/League_One,6,0.30000000000000004,0.35000000000000003,189,0.3255615530163909,0.3439153439153439,65.0,FTR,H,-0.018353790898953004
England/League_One,7,0.35000000000000003,0.4,281,0.3769034771699716,0.36298932384341637,102.0,FTR,H,0.013914153326555212
England/League_One,8,0.4,0.45,349,0.4260344477085934,0.42406876790830944,148.0,FTR,H,0.001965679800283948
England/League_One,9,0.45,0.5,277,0.4730071596853279,0.4368231046931408,121.0,FTR,H,0.03618405499218713
England/League_One,10,0.5,0.55,206,0.5246901759796403,0.616504854368932,127.0,FTR,H,-0.09181467838929169
England/League_One,11,0.55,0.6000000000000001,116,0.5722101507131895,0.7155172413793104,83.0,FTR,H,-0.1433070906661209
England/League_One,12,0.6000000000000001,0.6500000000000001,36,0.621001260271704,0.6388888888888888,23.0,FTR,H,-0.017887628617184848
England/League_One,13,0.65,0.7000000000000001,4,0.6579242043485722,0.75,3.0,FTR,H,-0.09207579565142776
England/League_Two,4,0.2,0.25,13,0.24046220894376255,0.23076923076923078,3.0,FTR,H,0.009692978174531769
England/League_Two,5,0.25,0.3,104,0.28149473378527906,0.3173076923076923,33.0,FTR,H,-0.03581295852241323
England/League_Two,6,0.30000000000000004,0.35000000000000003,243,0.3263391952915306,0.36213991769547327,88.0,FTR,H,-0.035800722403942664
England/League_Two,7,0.35000000000000003,0.4,328,0.37566983606340354,0.3871951219512195,127.0,FTR,H,-0.011525285887815984
England/League_Two,8,0.4,0.45,336,0.4250046166357845,0.41964285714285715,141.0,FTR,H,0.0053617594929273316
England/League_Two,9,0.45,0.5,333,0.47437651033612965,0.5015015015015015,167.0,FTR,H,-0.02712499116537187
England/League_Two,10,0.5,0.55,173,0.5209904061740281,0.5433526011560693,94.0,FTR,H,-0.022362194982041173
England/League_Two,11,0.55,0.6000000000000001,80,0.5688661987929321,0.5375,43.0,FTR,H,0.03136619879293212
England/League_Two,12,0.6000000000000001,0.6500000000000001,9,0.6131668811352484,0.3333333333333333,3.0,FTR,H,0.2798335478019151
England/Premier_League,3,0.15000000000000002,0.2,53,0.1833498491144036,0.09433962264150944,5.0,FTR,H,0.08901022647289417
England/Premier_League,4,0.2,0.25,77,0.22413063192201652,0.18181818181818182,14.0,FTR,H,0.04231245010383469
England/Premier_League,5,0.25,0.3,89,0.2730147345381145,0.2696629213483146,24.0,FTR,H,0.0033518131897998793
England/Premier_League,6,0.30000000000000004,0.35000000000000003,111,0.3274812744669942,0.2702702702702703,30.0,FTR,H,0.057211004196723925
England/Premier_League,7,0.35000000000000003,0.4,119,0.37680000332548275,0.33613445378151263,40.0,FTR,H,0.040665549543970114
England/Premier_League,8,0.4,0.45,128,0.4232199148205214,0.3984375,51.0,FTR,H,0.024782414820521403
England/Premier_League,9,0.45,0.5,100,0.47339870140566453,0.47,47.0,FTR,H,0.0033987014056645615
England/Premier_League,10,0.5,0.55,89,0.5247050112737521,0.550561797752809,49.0,FTR,H,-0.02585678647905687
England/Premier_League,11,0.55,0.6000000000000001,69,0.5744684647093333,0.5507246376811594,38.0,FTR,H,0.023743827028173903
England/Premier_League,12,0.6000000000000001,0.6500000000000001,63,0.6258942347575835,0.6825396825396826,43.0,FTR,H,-0.05664544778209901
England/Premier_League,13,0.65,0.7000000000000001,63,0.6770171054501198,0.6190476190476191,39.0,FTR,H,0.05796948640250077
England/Premier_League,14,0.7000000000000001,0.7500000000000001,56,0.7246184750082797,0.6428571428571429,36.0,FTR,H,0.08176133215113679
England/Premier_League,15,0.75,0.8,59,0.7741419234757085,0.7457627118644068,44.0,FTR,H,0.028379211611301747
England/Premier_League,16,0.8,0.8500000000000001,3,0.8064659314249035,1.0,3.0,FTR,H,-0.19353406857509647
France/Ligue_1,1,0.05,0.1,1,0.09786335174517656,0.0,0.0,FTR,H,0.09786335174517656
France/Ligue_1,2,0.1,0.15000000000000002,12,0.13439576330933697,0.16666666666666666,2.0,FTR,H,-0.03227090335732968
France/Ligue_1,3,0.15000000000000002,0.2,61,0.17772063543408667,0.19672131147540983,12.0,FTR,H,-0.01900067604132316
France/Ligue_1,4,0.2,0.25,53,0.22652084800991934,0.2641509433962264,14.0,FTR,H,-0.03763009538630707
France/Ligue_1,5,0.25,0.3,78,0.27609965842761164,0.2692307692307692,21.0,FTR,H,0.00686888919684242
France/Ligue_1,6,0.30000000000000004,0.35000000000000003,66,0.3254824372459204,0.3787878787878788,25.0,FTR,H,-0.053305441541958376
France/Ligue_1,7,0.35000000000000003,0.4,69,0.37467524332329116,0.34782608695652173,24.0,FTR,H,0.026849156366769433
France/Ligue_1,8,0.4,0.45,89,0.4245292040631379,0.449438202247191,40.0,FTR,H,-0.02490899818405312
France/Ligue_1,9,0.45,0.5,99,0.4752654852288514,0.48484848484848486,48.0,FTR,H,-0.009582999619633437
France/Ligue_1,10,0.5,0.55,92,0.5234592919882768,0.4891304347826087,45.0,FTR,H,0.034328857205668084
France/Ligue_1,11,0.55,0.6000000000000001,71,0.5741192107057602,0.4647887323943662,33.0,FTR,H,0.10933047831139403
France/Ligue_1,12,0.6000000000000001,0.6500000000000001,60,0.6245626834315776,0.6,36.0,FTR,H,0.024562683431577637
France/Ligue_1,13,0.65,0.7000000000000001,44,0.6716956299402481,0.6363636363636364,28.0,FTR,H,0.035331993576611764
France/Ligue_1,14,0.7000000000000001,0.7500000000000001,38,0.724472901086592,0.868421052631579,33.0,FTR,H,-0.14394815154498697
France/Ligue_1,15,0.75,0.8,27,0.7692433848888685,0.7037037037037037,19.0,FTR,H,0.06553968118516473
France/Ligue_1,16,0.8,0.8500000000000001,10,0.8178134732833213,0.7,7.0,FTR,H,0.11781347328332137
France/Ligue_2,4,0.2,0.25,5,0.23468023305266966,0.2,1.0,FTR,H,0.03468023305266965
France/Ligue_2,5,0.25,0.3,51,0.2806249527890815,0.37254901960784315,19.0,FTR,H,-0.09192406681876164
France/Ligue_2,6,0.30000000000000004,0.35000000000000003,147,0.3257496846364609,0.29931972789115646,44.0,FTR,H,0.02642995674530446
France/Ligue_2,7,0.35000000000000003,0.4,160,0.37720235655499346,0.4125,66.0,FTR,H,-0.03529764344500652
France/Ligue_2,8,0.4,0.45,196,0.4252580784850598,0.39285714285714285,77.0,FTR,H,0.03240093562791696
France/Ligue_2,9,0.45,0.5,155,0.47238408601197995,0.44516129032258067,69.0,FTR,H,0.027222795689399282
France/Ligue_2,10,0.5,0.55,132,0.5247596573508772,0.5,66.0,FTR,H,0.02475965735087715
France/Ligue_2,11,0.55,0.6000000000000001,87,0.5733430747041158,0.5287356321839081,46.0,FTR,H,0.04460744252020776
France/Ligue_2,12,0.6000000000000001,0.6500000000000001,21,0.6165265263549301,0.5714285714285714,12.0,FTR,H,0.04509795492635871
France/Ligue_2,13,0.65,0.7000000000000001,1,0.6537112456547871,0.0,0.0,FTR,H,0.6537112456547871
Germany/Bundesliga_1,1,0.05,0.1,1,0.0992150444451709,0.0,0.0,FTR,H,0.0992150444451709
Germany/Bundesliga_1,2,0.1,0.15000000000000002,20,0.13617520412204648,0.05,1.0,FTR,H,0.08617520412204648
Germany/Bundesliga_1,3,0.15000000000000002,0.2,40,0.17532005629983133,0.1,4.0,FTR,H,0.07532005629983132
Germany/Bundesliga_1,4,0.2,0.25,50,0.22476127078840108,0.18,9.0,FTR,H,0.044761270788401086
Germany/Bundesliga_1,5,0.25,0.3,73,0.2757495630934413,0.2054794520547945,15.0,FTR,H,0.07027011103864678
Germany/Bundesliga_1,6,0.30000000000000004,0.35000000000000003,101,0.3263567171595898,0.297029702970297,30.0,FTR,H,0.029327014189292788
Germany/Bundesliga_1,7,0.35000000000000003,0.4,124,0.3738005741264184,0.3870967741935484,48.0,FTR,H,-0.013296200067130004
Germany/Bundesliga_1,8,0.4,0.45,108,0.4243040940139498,0.4166666666666667,45.0,FTR,H,0.007637427347283121
Germany/Bundesliga_1,9,0.45,0.5,84,0.4744761781943517,0.39285714285714285,33.0,FTR,H,0.08161903533720888
Germany/Bundesliga_1,10,0.5,0.55,68,0.5231986068833617,0.47058823529411764,32.0,FTR,H,0.05261037158924409
Germany/Bundesliga_1,11,0.55,0.6000000000000001,49,0.57399189121851,0.673469387755102,33.0,FTR,H,-0.09947749653659199
Germany/Bundesliga_1,12,0.6000000000000001,0.6500000000000001,45,0.6246027183660474,0.6888888888888889,31.0,FTR,H,-0.06428617052284147
Germany/Bundesliga_1,13,0.65,0.7000000000000001,44,0.6707374317880547,0.7272727272727273,32.0,FTR,H,-0.05653529548467262
Germany/Bundesliga_1,14,0.7000000000000001,0.7500000000000001,44,0.7242216872469135,0.8181818181818182,36.0,FTR,H,-0.09396013093490474
Germany/Bundesliga_1,15,0.75,0.8,20,0.7724625706320418,0.8,16.0,FTR,H,-0.02753742936795822
Germany/Bundesliga_1,16,0.8,0.8500000000000001,2,0.8192558478473924,1.0,2.0,FTR,H,-0.18074415215260764
Germany/Bundesliga_2,5,0.25,0.3,6,0.2932397268474137,0.5,3.0,FTR,H,-0.20676027315258633
Germany/Bundesliga_2,6,0.30000000000000004,0.35000000000000003,73,0.3307801234099217,0.3424657534246575,25.0,FTR,H,-0.011685630014735826
Germany/Bundesliga_2,7,0.35000000000000003,0.4,235,0.37784234260653005,0.3446808510638298,81.0,FTR,H,0.03316149154270026
Germany/Bundesliga_2,8,0.4,0.45,253,0.4229060452233311,0.4031620553359684,102.0,FTR,H,0.0197439898873627
Germany/Bundesliga_2,9,0.45,0.5,143,0.47450707508920575,0.46153846153846156,66.0,FTR,H,0.01296861355074419
Germany/Bundesliga_2,10,0.5,0.55,132,0.5236387698503918,0.6287878787878788,83.0,FTR,H,-0.10514910893748697
Germany/Bundesliga_2,11,0.55,0.6000000000000001,30,0.5655995719843079,0.6666666666666666,20.0,FTR,H,-0.10106709468235875
Germany/Bundesliga_2,12,0.6000000000000001,0.6500000000000001,1,0.6022339485967485,0.0,0.0,FTR,H,0.6022339485967485
Italy/Serie_A,2,0.1,0.15000000000000002,20,0.13949812011933121,0.05,1.0,FTR,H,0.08949812011933121
Italy/Serie_A,3,0.15000000000000002,0.2,108,0.1760727521394059,0.19444444444444445,21.0,FTR,H,-0.018371692305038545
Italy/Serie_A,4,0.2,0.25,101,0.22614717916702126,0.2079207920792079,21.0,FTR,H,0.01822638708781335
Italy/Serie_A,5,0.25,0.3,90,0.27550674513194523,0.2222222222222222,20.0,FTR,H,0.05328452290972302
Italy/Serie_A,6,0.30000000000000004,0.35000000000000003,86,0.32488939554727003,0.19767441860465115,17.0,FTR,H,0.12721497694261888
Italy/Serie_A,7,0.35000000000000003,0.4,122,0.3755205472153543,0.36065573770491804,44.0,FTR,H,0.014864809510436228
Italy/Serie_A,8,0.4,0.45,111,0.42661480996380674,0.4954954954954955,55.0,FTR,H,-0.06888068553168875
Italy/Serie_A,9,0.45,0.5,91,0.47290413281647437,0.5604395604395604,51.0,FTR,H,-0.08753542762308608
Italy/Serie_A,10,0.5,0.55,55,0.5264185272107935,0.509090909090909,28.0,FTR,H,0.01732761811988448
Italy/Serie_A,11,0.55,0.6000000000000001,68,0.5751031884835103,0.4852941176470588,33.0,FTR,H,0.08980907083645145
Italy/Serie_A,12,0.6000000000000001,0.6500000000000001,57,0.6249923078913988,0.43859649122807015,25.0,FTR,H,0.18639581666332866
Italy/Serie_A,13,0.65,0.7000000000000001,73,0.6730311408023473,0.726027397260274,53.0,FTR,H,-0.052996256457926716
Italy/Serie_A,14,0.7000000000000001,0.7500000000000001,63,0.7211606727104197,0.7142857142857143,45.0,FTR,H,0.006874958424705424
Italy/Serie_A,15,0.75,0.8,33,0.7686625719947138,0.696969696969697,23.0,FTR,H,0.07169287502501676
Italy/Serie_A,16,0.8,0.8500000000000001,2,0.8062874063711638,1.0,2.0,FTR,H,-0.1937125936288362
Italy/Serie_B,3,0.15000000000000002,0.2,4,0.18778551556550782,0.25,1.0,FTR,H,-0.06221448443449218
Italy/Serie_B,4,0.2,0.25,35,0.22965632400998218,0.2,7.0,FTR,H,0.029656324009982166
Italy/Serie_B,5,0.25,0.3,88,0.279566357657346,0.25,22.0,FTR,H,0.029566357657346
Italy/Serie_B,6,0.30000000000000004,0.35000000000000003,148,0.32716358139332496,0.30405405405405406,45.0,FTR,H,0.023109527339270908
Italy/Serie_B,7,0.35000000000000003,0.4,172,0.37544080736421304,0.4011627906976744,69.0,FTR,H,-0.025721983333461373
Italy/Serie_B,8,0.4,0.45,206,0.4246634536903108,0.38349514563106796,79.0,FTR,H,0.04116830805924282
Italy/Serie_B,9,0.45,0.5,185,0.4726578005856674,0.42162162162162165,78.0,FTR,H,0.051036178964045775
Italy/Serie_B,10,0.5,0.55,139,0.5227972576440958,0.5323741007194245,74.0,FTR,H,-0.00957684307532869
Italy/Serie_B,11,0.55,0.6000000000000001,83,0.5715458264349979,0.5180722891566265,43.0,FTR,H,0.05347353727837134
Italy/Serie_B,12,0.6000000000000001,0.6500000000000001,31,0.6251696577546584,0.5161290322580645,16.0,FTR,H,0.10904062549659388
Italy/Serie_B,13,0.65,0.7000000000000001,8,0.6676338636510215,0.875,7.0,FTR,H,-0.2073661363489785
Italy/Serie_B,14,0.7000000000000001,0.7500000000000001,1,0.7031184188901398,1.0,1.0,FTR,H,-0.2968815811098602
Netherlands/Eredivisie,2,0.1,0.15000000000000002,23,0.13842197816219945,0.08695652173913043,2.0,FTR,H,0.05146545642306902
Netherlands/Eredivisie,3,0.15000000000000002,0.2,55,0.17533355602811618,0.09090909090909091,5.0,FTR,H,0.08442446511902527
Netherlands/Eredivisie,4,0.2,0.25,55,0.2279814626538842,0.2,11.0,FTR,H,0.02798146265388418
Netherlands/Eredivisie,5,0.25,0.3,75,0.27277521706486996,0.24,18.0,FTR,H,0.032775217064869966
Netherlands/Eredivisie,6,0.30000000000000004,0.35000000000000003,69,0.32366901091478845,0.2898550724637681,20.0,FTR,H,0.03381393845102032
Netherlands/Eredivisie,7,0.35000000000000003,0.4,90,0.3738674690511222,0.4222222222222222,38.0,FTR,H,-0.048354753171099996
Netherlands/Eredivisie,8,0.4,0.45,93,0.4236320851340173,0.3870967741935484,36.0,FTR,H,0.03653531094046891
Netherlands/Eredivisie,9,0.45,0.5,69,0.4732805374398173,0.43478260869565216,30.0,FTR,H,0.03849792874416513
Netherlands/Eredivisie,10,0.5,0.55,62,0.52361763591569,0.5645161290322581,35.0,FTR,H,-0.040898493116568124
Netherlands/Eredivisie,11,0.55,0.6000000000000001,60,0.5740707635513438,0.6,36.0,FTR,H,-0.02592923644865619
Netherlands/Eredivisie,12,0.6000000000000001,0.6500000000000001,42,0.6221413368313009,0.47619047619047616,20.0,FTR,H,0.14595086064082474
Netherlands/Eredivisie,13,0.65,0.7000000000000001,35,0.6761053094110019,0.6285714285714286,22.0,FTR,H,0.04753388083957333
Netherlands/Eredivisie,14,0.7000000000000001,0.7500000000000001,53,0.7263746636397813,0.660377358490566,35.0,FTR,H,0.06599730514921531
Netherlands/Eredivisie,15,0.75,0.8,48,0.7741661465166584,0.7916666666666666,38.0,FTR,H,-0.017500520150008247
Netherlands/Eredivisie,16,0.8,0.8500000000000001,47,0.8189705101065372,0.851063829787234,40.0,FTR,H,-0.03209331968069684
Netherlands/Eredivisie,17,0.8500000000000001,0.9000000000000001,6,0.8515567178349661,1.0,6.0,FTR,H,-0.14844328216503389
Portugal/Primeira_Liga,1,0.05,0.1,29,0.08672584510176344,0.1724137931034483,5.0,FTR,H,-0.08568794800168485
Portugal/Primeira_Liga,2,0.1,0.15000000000000002,90,0.12367433444892259,0.06666666666666667,6.0,FTR,H,0.057007667782255925
Portugal/Primeira_Liga,3,0.15000000000000002,0.2,42,0.17092912031458551,0.09523809523809523,4.0,FTR,H,0.07569102507649028
Portugal/Primeira_Liga,4,0.2,0.25,26,0.2319751419685415,0.3076923076923077,8.0,FTR,H,-0.07571716572376622
Portugal/Primeira_Liga,5,0.25,0.3,46,0.27555246900746894,0.3695652173913043,17.0,FTR,H,-0.09401274838383539
Portugal/Primeira_Liga,6,0.30000000000000004,0.35000000000000003,80,0.32464066804681474,0.3625,29.0,FTR,H,-0.03785933195318525
Portugal/Primeira_Liga,7,0.35000000000000003,0.4,91,0.3761103078801548,0.4175824175824176,38.0,FTR,H,-0.04147210970226278
Portugal/Primeira_Liga,8,0.4,0.45,92,0.4231697085284603,0.40217391304347827,37.0,FTR,H,0.02099579548498204
Portugal/Primeira_Liga,9,0.45,0.5,79,0.4742203266945315,0.35443037974683544,28.0,FTR,H,0.11978994694769607
Portugal/Primeira_Liga,10,0.5,0.55,49,0.5239245284578756,0.4489795918367347,22.0,FTR,H,0.07494493662114093
Portugal/Primeira_Liga,11,0.55,0.6000000000000001,45,0.5747999908082089,0.5333333333333333,24.0,FTR,H,0.041466657474875546
Portugal/Primeira_Liga,12,0.6000000000000001,0.6500000000000001,28,0.6177378834036935,0.5714285714285714,16.0,FTR,H,0.046309311975122114
Portugal/Primeira_Liga,13,0.65,0.7000000000000001,15,0.6757056989091119,0.6666666666666666,10.0,FTR,H,0.009039032242445288
Portugal/Primeira_Liga,14,0.7000000000000001,0.7500000000000001,20,0.7242133381907883,0.65,13.0,FTR,H,0.07421333819078824
Portugal/Primeira_Liga,15,0.75,0.8,10,0.7769471286526535,0.6,6.0,FTR,H,0.1769471286526535
Portugal/Primeira_Liga,16,0.8,0.8500000000000001,45,0.8267236833467253,0.7777777777777778,35.0,FTR,H,0.04894590556894751
Portugal/Primeira_Liga,17,0.8500000000000001,0.9000000000000001,68,0.8720698240081411,0.8970588235294118,61.0,FTR,H,-0.02498899952127065
Portugal/Primeira_Liga,18,0.9,0.9500000000000001,16,0.9103247272927274,0.75,12.0,FTR,H,0.1603247272927274
Scotland/Championship,3,0.15000000000000002,0.2,7,0.17570552077223636,0.2857142857142857,2.0,FTR,H,-0.11000876494204934
Scotland/Championship,4,0.2,0.25,28,0.23474456927572396,0.2857142857142857,8.0,FTR,H,-0.05096971643856174
Scotland/Championship,5,0.25,0.3,56,0.2801594515035089,0.19642857142857142,11.0,FTR,H,0.08373088007493748
Scotland/Championship,6,0.30000000000000004,0.35000000000000003,94,0.32791292682001133,0.3617021276595745,34.0,FTR,H,-0.03378920083956316
Scotland/Championship,7,0.35000000000000003,0.4,90,0.3747501427855267,0.37777777777777777,34.0,FTR,H,-0.0030276349922510604
Scotland/Championship,8,0.4,0.45,80,0.4258410652128508,0.525,42.0,FTR,H,-0.09915893478714921
Scotland/Championship,9,0.45,0.5,72,0.4736356572916827,0.4166666666666667,30.0,FTR,H,0.056968990625016036
Scotland/Championship,10,0.5,0.55,52,0.5250516610791166,0.5,26.0,FTR,H,0.025051661079116605
Scotland/Championship,11,0.55,0.6000000000000001,31,0.5717894172115355,0.5806451612903226,18.0,FTR,H,-0.008855744078787087
Scotland/Championship,12,0.6000000000000001,0.6500000000000001,10,0.6227762231416657,0.6,6.0,FTR,H,0.02277622314166572
Scotland/Championship,13,0.65,0.7000000000000001,5,0.6628031644983945,1.0,5.0,FTR,H,-0.3371968355016055
Scotland/League_One,3,0.15000000000000002,0.2,7,0.18211517527263155,0.0,0.0,FTR,H,0.18211517527263155
Scotland/League_One,4,0.2,0.25,21,0.2300902144878874,0.14285714285714285,3.0,FTR,H,0.08723307163074456
Scotland/League_One,5,0.25,0.3,61,0.27851472556052725,0.2459016393442623,15.0,FTR,H,0.032613086216264964
Scotland/League_One,6,0.30000000000000004,0.35000000000000003,87,0.32314483092678314,0.3448275862068966,30.0,FTR,H,-0.02168275528011343
Scotland/League_One,7,0.35000000000000003,0.4,91,0.37424788213748117,0.37362637362637363,34.0,FTR,H,0.000621508511107538
Scotland/League_One,8,0.4,0.45,63,0.4216188887104807,0.5079365079365079,32.0,FTR,H,-0.08631761922602721
Scotland/League_One,9,0.45,0.5,60,0.47259018694648103,0.5166666666666667,31.0,FTR,H,-0.04407647972018569
Scotland/League_One,10,0.5,0.55,37,0.5263812429155399,0.4594594594594595,17.0,FTR,H,0.06692178345608041
Scotland/League_One,11,0.55,0.6000000000000001,39,0.569686354495746,0.5897435897435898,23.0,FTR,H,-0.020057235247843752
