target_team,opponent,line,target_foul_column,target_is_home,n_selected_seasons,train_seasons,valid_seasons,test_seasons,n_train,n_valid,n_test,positive_rate_train,positive_rate_valid,positive_rate_test,n_features,best_iteration,valid_logloss,test_logloss,valid_accuracy,test_accuracy,valid_auc,test_auc,prob_over_10_5_fouls
Crystal Palace,Newcastle,10.5,HF,True,25,2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,2022|2023,2024|2025,7980,760,689,0.5652882205513784,0.4881578947368421,0.4949201741654572,328,134,0.6512048538804793,0.6707986286014304,0.6092105263157894,0.5950653120464441,0.6643685169658881,0.6319226750261233,0.7320700143351045
