iter	MultiClass
133	1.017200598
134	1.017012533
135	1.016829809
136	1.016697716
137	1.016535904
138	1.016392459
139	1.016270108
140	1.016137713
141	1.015993897
142	1.015862921
143	1.015710364
144	1.015568206
145	1.015439983
146	1.015316653
147	1.015159468
148	1.015040636
149	1.014926994
150	1.014779779
151	1.014626779
152	1.014514058
153	1.014391107
154	1.014281024
155	1.014166413
156	1.014038114
157	1.013947736
158	1.013821549
159	1.013694716
160	1.01355992
161	1.013441338
162	1.013326246
163	1.013204936
164	1.013094441
165	1.012985204
166	1.012864213
167	1.012763705
168	1.01264794
169	1.01254031
170	1.012435871
171	1.012354115
172	1.012263
173	1.012173096
174	1.012067516
175	1.011969809
176	1.011869917
177	1.011802739
178	1.011691866
179	1.0115891
180	1.011496397
181	1.011395545
182	1.011316196
183	1.011221182
184	1.011142234
185	1.011069901
186	1.011003441
187	1.010848801
188	1.010728305
189	1.010639965
190	1.010543161
191	1.010476782
192	1.010384665
193	1.010312646
194	1.010237569
195	1.010132362
196	1.010059061
197	1.0100004
198	1.009927403
199	1.009866698
200	1.009781668
201	1.009675652
202	1.009586325
203	1.009512096
204	1.009449864
205	1.009365392
206	1.009306403
207	1.009248474
208	1.009144396
209	1.009062144
210	1.008956552
211	1.008877717
212	1.008765228
213	1.008662194
214	1.008591929
215	1.00852137
216	1.008416293
217	1.008343214
218	1.008250579
219	1.008180068
220	1.008101238
221	1.008031717
222	1.007965783
223	1.007854721
224	1.007792492
225	1.007702375
226	1.007646284
227	1.007576654
228	1.007511587
229	1.007424432
230	1.007358725
231	1.007283441
232	1.007216752
233	1.007113205
234	1.007008196
235	1.006930299
236	1.006876326
237	1.006808895
238	1.00673633
239	1.006683349
240	1.006616401
241	1.006552973
242	1.00647247
243	1.006377756
244	1.006276623
245	1.006191626
246	1.006122412
247	1.006021727
248	1.005965572
249	1.005922479
250	1.005850273
251	1.005758527
252	1.005707769
253	1.005638844
254	1.005572312
255	1.005537763
256	1.005462521
257	1.005402129
258	1.005339285
259	1.005286998
260	1.005194966
261	1.00511946
262	1.005015978
263	1.004950724
264	1.004871218
265	1.004813438
266	1.004754593
267	1.004640669
268	1.004561128
269	1.004526978
270	1.004426181
271	1.004386706
272	1.004307992
273	1.004252853
274	1.004179466
275	1.004110181
276	1.004004689
277	1.003961469
278	1.003894101
279	1.003835923
280	1.003763285
281	1.003724373
282	1.003693308
283	1.003640995
284	1.003547831
285	1.003497447
286	1.003398189
287	1.00328136
288	1.003225567
289	1.003175439
290	1.00311173
291	1.003063756
292	1.003005318
293	1.002967273
294	1.00287943
295	1.002833171
296	1.002765965
297	1.002718083
298	1.002678855
299	1.002630735
300	1.002583255
301	1.002509875
302	1.002454725
303	1.002396215
304	1.002339519
305	1.002276862
306	1.002220883
307	1.002181618
308	1.002130223
309	1.002087794
310	1.002016338
311	1.001973555
312	1.001932289
313	1.001826224
314	1.001740766
315	1.001684471
316	1.001597958
317	1.001561472
318	1.001526945
319	1.001472856
320	1.00143766
321	1.001399849
322	1.001352536
323	1.001306166
324	1.001223644
325	1.001155507
326	1.001100911
327	1.001049647
328	1.000976791
329	1.000914653
330	1.000863626
331	1.000820058
332	1.000757122
333	1.000726272
334	1.000680373
335	1.000616404
336	1.000546267
337	1.000502417
338	1.000443023
339	1.000397225
340	1.00032299
341	1.000268188
342	1.000224079
343	1.000166315
344	1.000111606
345	1.000044516
346	0.9999963932
347	0.9999429955
348	0.9998459578
349	0.9997770415
350	0.9996886344
351	0.9996381352
352	0.9995547812
353	0.9995029522
354	0.9994205697
355	0.9993577521
356	0.9993203574
357	0.9992526
358	0.9991821715
359	0.9991234693
360	0.9990743606
361	0.9990072105
362	0.998964748
363	0.9989080353
364	0.9988697734
365	0.9988178132
366	0.9987960637
367	0.9987589701
368	0.9986983426
369	0.9986519904
370	0.9985767389
371	0.9985265326
372	0.9984561094
373	0.9984311041
374	0.9983620061
375	0.9983354613
