Date,HomeTeam,AwayTeam,liga,TOT_SHOTS_pred,TOT_SHOTS_sigma,TOT_SHOTS_avg2y,TOT_SHOTS_P_over_8.5,TOT_SHOTS_P_over_9.5,TOT_SHOTS_P_over_10.5,H_SHOTS_pred,H_SHOTS_sigma,H_SHOTS_avg2y,H_SHOTS_P_over_4.5,H_SHOTS_P_over_5.5,H_SHOTS_P_over_6.5,A_SHOTS_pred,A_SHOTS_sigma,A_SHOTS_avg2y,A_SHOTS_P_over_3.5,A_SHOTS_P_over_4.5,A_SHOTS_P_over_5.5,TOT_SHOTS_P_over_7.5,H_SHOTS_P_over_3.5,A_SHOTS_P_over_2.5,TOT_SHOTS_P_over_6.5,TOT_SHOTS_P_over_11.5,A_SHOTS_P_over_6.5
2026-04-26,Gent,Club Brugge,Belgium/First_Division_A,9.33,3.11,8.85,0.605,0.478,0.354,4.77,2.264,4.79,0.547,0.373,0.222,5.19,2.261,4.06,0.773,0.62,0.445,,,,,,
2026-04-26,Mechelen,Sint-Truidense VV,Belgium/First_Division_A,9.14,3.11,8.85,0.582,0.455,0.332,4.52,2.264,4.79,0.503,0.332,0.191,3.96,2.261,4.06,0.581,0.406,0.249,,,,,,
2026-04-26,RSC Anderlecht,Royale Union Saint-Gilloise,Belgium/First_Division_A,9.2,3.11,8.85,0.589,0.462,0.338,4.01,2.264,4.79,0.414,0.255,0.135,4.48,2.261,4.06,0.667,0.496,0.325,,,,,,
2026-04-26,SV Zulte Waregem,RAAL La Louvière,Belgium/First_Division_A,9.2,3.11,8.85,0.589,0.462,0.338,4.01,2.264,4.79,0.414,0.255,0.135,4.48,2.261,4.06,0.667,0.496,0.325,,,,,,
2026-04-26,Coventry,Wrexham,England/Championship,8.62,2.913,8.04,0.517,0.382,,5.37,2.288,4.43,0.649,0.478,,3.23,2.075,3.62,0.449,0.271,,0.65,0.794,0.638,,,
2026-04-26,Le Havre,Metz,France/Ligue_1,8.44,3.15,8.49,0.493,0.369,,4.98,2.307,4.68,0.582,0.41,,3.03,2.198,3.81,0.415,0.252,0.131,0.618,0.739,,,,
2026-04-26,Lorient,Strasbourg,France/Ligue_1,8.45,3.15,8.49,0.494,0.37,,4.17,2.307,4.68,0.444,0.283,,3.62,2.198,3.81,0.522,0.344,0.196,0.619,0.615,,,,
2026-04-26,Marseille,Nice,France/Ligue_1,8.67,3.15,8.49,0.522,0.397,,5.38,2.307,4.68,0.649,0.479,,3.1,2.198,3.81,0.428,0.263,0.138,0.645,0.792,,,,
2026-04-26,Paris FC,Lille,France/Ligue_1,8.32,3.15,8.49,0.477,0.354,,4.09,2.307,4.68,0.429,0.27,,4.95,2.198,3.81,0.746,0.582,0.402,0.603,0.6,,,,
2026-04-26,Rennes,Nantes,France/Ligue_1,8.59,3.15,8.49,0.511,0.386,,5.86,2.307,4.68,0.722,0.562,,3.03,2.198,3.81,0.415,0.252,0.131,0.635,0.847,,,,
2026-04-26,Dortmund,Freiburg,Germany/Bundesliga_1,9.11,3.167,9.35,0.576,0.451,0.33,6.24,2.411,5.25,0.765,0.621,0.457,3.54,2.156,4.1,0.508,0.328,0.182,,,,,,
2026-04-26,Stuttgart,Werder Bremen,Germany/Bundesliga_1,9.94,3.167,9.35,0.675,0.555,0.429,6.87,2.411,5.25,0.837,0.715,0.561,3.21,2.156,4.1,0.447,0.275,0.144,,,,,,
2026-04-26,Bochum,Greuther Furth,Germany/Bundesliga_2,10.85,3.142,9.13,0.772,0.666,0.544,6.73,2.39,4.97,0.824,0.696,0.538,4.4,2.328,4.15,0.65,0.482,0.318,,,,,,
2026-04-26,Nurnberg,Magdeburg,Germany/Bundesliga_2,10.74,3.142,9.13,0.762,0.653,0.53,5.12,2.39,4.97,0.603,0.437,0.282,4.5,2.328,4.15,0.666,0.5,0.333,,,,,,
2026-04-26,Paderborn,Schalke 04,Germany/Bundesliga_2,9.48,3.142,9.13,0.623,0.498,0.373,4.94,2.39,4.97,0.573,0.407,0.257,4.41,2.328,4.15,0.651,0.484,0.319,,,,,,
2026-04-26,AEL,Panserraikos,Greece/Super_League,8.7,2.833,7.79,0.528,0.389,,5.36,2.446,4.19,0.638,0.477,,3.76,1.962,3.6,0.554,0.354,,0.664,0.777,0.74,,,
2026-04-26,Atromitos,Asteras Tripolis,Greece/Super_League,8.19,2.833,7.79,0.457,0.322,,4.44,2.446,4.19,0.491,0.333,,3.73,1.962,3.6,0.547,0.348,,0.596,0.65,0.735,,,
2026-04-26,Kifisia,Panetolikos,Greece/Super_League,8.55,2.833,7.79,0.507,0.368,,4.85,2.446,4.19,0.557,0.395,,3.58,1.962,3.6,0.516,0.319,,0.644,0.71,0.709,,,
2026-04-26,Fiorentina,Sassuolo,Italy/Serie_A,8.45,2.825,8.07,0.493,0.355,,4.91,2.262,4.43,0.572,0.398,,3.76,1.933,3.64,0.552,0.35,,0.632,0.734,0.742,,,
2026-04-26,Genoa,Como,Italy/Serie_A,9.52,2.825,8.07,0.641,0.503,,4.44,2.262,4.43,0.489,0.319,,4.65,1.933,3.64,0.724,0.531,,0.763,0.661,0.867,,,
2026-04-26,Milan,Juventus,Italy/Serie_A,8.7,2.825,8.07,0.528,0.388,,4.16,2.262,4.43,0.441,0.277,,3.92,1.933,3.64,0.586,0.382,,0.664,0.615,0.768,,,
2026-04-26,Torino,Inter,Italy/Serie_A,8.93,2.825,8.07,0.56,0.42,,3.18,2.262,4.43,0.28,0.153,,4.92,1.933,3.64,0.769,0.586,,0.693,0.444,0.895,,,
2026-04-26,Excelsior,Utrecht,Netherlands/Eredivisie,9.72,3.294,10.44,,0.527,0.407,4.66,2.471,5.59,0.526,0.367,0.228,5.2,2.628,4.85,,0.605,0.455,,,,,0.295,0.311
2026-04-26,Heracles,Volendam,Netherlands/Eredivisie,9.78,3.294,10.44,,0.533,0.413,5.29,2.471,5.59,0.626,0.467,0.313,4.07,2.628,4.85,,0.435,0.293,,,,,0.3,0.177
2026-04-26,Dundee United,Dundee,Scotland/Premiership,8.74,3.102,8.75,0.531,0.403,0.285,4.53,2.254,4.94,0.505,0.333,0.191,3.77,2.248,3.81,0.548,0.373,0.221,,,,,,
2026-04-26,Hibernian,Hearts,Scotland/Premiership,9.25,3.102,8.75,0.595,0.467,0.343,4.2,2.254,4.94,0.447,0.282,0.154,4.0,2.248,3.81,0.588,0.412,0.252,,,,,,
2026-04-26,Rangers,Motherwell,Scotland/Premiership,9.56,3.102,8.75,0.634,0.508,0.381,6.96,2.254,4.94,0.863,0.742,0.581,2.85,2.248,3.81,0.387,0.232,0.12,,,,,,
2026-04-26,Osasuna,Sevilla,Spain/La_Liga,8.81,2.833,8.7,0.543,0.404,,5.56,2.082,4.88,0.695,0.512,0.326,3.29,2.061,3.83,0.46,0.279,0.142,0.678,,,,,
2026-04-26,Oviedo,Elche,Spain/La_Liga,8.08,2.833,8.7,0.441,0.308,,4.76,2.082,4.88,0.549,0.361,0.201,3.24,2.061,3.83,0.45,0.271,0.137,0.581,,,,,
2026-04-26,Vallecano,Sociedad,Spain/La_Liga,8.57,2.833,8.7,0.51,0.372,,4.83,2.082,4.88,0.563,0.374,0.211,3.62,2.061,3.83,0.523,0.335,0.181,0.648,,,,,
2026-04-26,Villarreal,Celta,Spain/La_Liga,8.33,2.833,8.7,0.477,0.34,,5.26,2.082,4.88,0.642,0.454,0.276,3.4,2.061,3.83,0.48,0.297,0.154,0.616,,,,,
2026-04-26,Ceuta,Racing Santander,Spain/Segunda_Division,6.8,3.33,8.54,0.305,0.209,,4.0,2.342,4.77,0.416,0.261,0.143,3.0,2.151,3.77,0.408,0.243,0.123,0.417,,,,,
2026-04-26,Cordoba,Sp Gijon,Spain/Segunda_Division,7.94,3.33,8.54,0.433,0.32,,4.76,2.342,4.77,0.544,0.376,0.229,3.17,2.151,3.77,0.44,0.269,0.14,0.553,,,,,
2026-04-26,Granada,Almeria,Spain/Segunda_Division,7.92,3.33,8.54,0.43,0.317,,4.15,2.342,4.77,0.441,0.283,0.158,3.52,2.151,3.77,0.504,0.325,0.179,0.55,,,,,
2026-04-26,Huesca,Zaragoza,Spain/Segunda_Division,7.4,3.33,8.54,0.371,0.264,,3.75,2.342,4.77,0.374,0.227,0.12,3.54,2.151,3.77,0.508,0.328,0.181,0.488,,,,,
2026-04-26,Leganés,FC Andorra,Spain/Segunda_Division,7.3,3.33,8.54,0.359,0.254,,4.89,2.342,4.77,0.565,0.396,0.245,2.91,2.151,3.77,0.392,0.23,0.115,0.476,,,,,
2026-04-26,Mirandes,Cultural Leonesa,Spain/Segunda_Division,9.07,3.33,8.54,0.568,0.449,,5.33,2.342,4.77,0.639,0.471,0.309,3.26,2.151,3.77,0.456,0.283,0.149,0.682,,,,,
2026-04-26,Galatasaray,Fenerbahce,Turkey/Super_Lig,9.36,3.327,8.47,0.602,0.483,,5.1,2.355,4.69,0.601,0.433,,3.84,2.419,3.77,0.556,0.392,0.246,0.712,0.752,,,,
2026-04-26,Gençlerbirliği,Kocaelispor,Turkey/Super_Lig,8.73,3.327,8.47,0.527,0.408,,4.65,2.355,4.69,0.525,0.359,,4.09,2.419,3.77,0.596,0.433,0.28,0.644,0.687,,,,
2026-04-27,Man United,Brentford,England/Premier_League,11.02,2.876,8.33,0.81,0.702,,6.44,2.071,4.43,0.826,0.675,,3.64,2.047,3.9,0.526,0.336,0.181,0.89,0.922,,,,
2026-04-27,Boulogne,Dunkerque,France/Ligue_2,7.78,3.087,7.74,0.408,,,4.11,2.295,4.07,0.432,0.272,,3.74,2.0,3.66,0.547,0.352,,0.537,0.605,0.732,0.661,,
2026-04-27,Cagliari,Atalanta,Italy/Serie_A,8.02,2.825,8.07,0.433,0.301,,3.35,2.262,4.43,0.306,0.171,,5.39,1.933,3.64,0.836,0.678,,0.574,0.474,0.933,,,
2026-04-27,Lazio,Udinese,Italy/Serie_A,8.21,2.825,8.07,0.459,0.324,,5.09,2.262,4.43,0.602,0.427,,3.7,1.933,3.64,0.541,0.339,,0.599,0.758,0.733,,,
2026-04-27,Espanol,Levante,Spain/La_Liga,8.22,2.833,8.7,0.461,0.326,,4.49,2.082,4.88,0.498,0.314,0.167,3.36,2.061,3.83,0.474,0.291,0.15,0.601,,,,,
2026-04-27,Cadiz,Las Palmas,Spain/Segunda_Division,6.75,3.33,8.54,0.299,0.204,,4.22,2.342,4.77,0.452,0.292,0.165,3.59,2.151,3.77,0.517,0.336,0.187,0.41,,,,,
2026-04-27,Alanyaspor,Samsunspor,Turkey/Super_Lig,8.51,3.327,8.47,0.501,0.383,,4.7,2.355,4.69,0.534,0.368,,3.83,2.419,3.77,0.555,0.391,0.245,0.619,0.695,,,,
2026-04-27,Besiktas,Karagumruk,Turkey/Super_Lig,9.41,3.327,8.47,0.607,0.489,,6.25,2.355,4.69,0.771,0.625,,3.33,2.419,3.77,0.473,0.315,0.185,0.717,0.879,,,,
2026-04-27,Konyaspor,Trabzonspor,Turkey/Super_Lig,9.84,3.327,8.47,0.657,0.541,,4.49,2.355,4.69,0.498,0.334,,4.69,2.419,3.77,0.689,0.532,0.369,0.759,0.662,,,,
2026-04-28,Southampton,Ipswich,England/Championship,8.72,2.913,8.04,0.53,0.394,,5.45,2.288,4.43,0.66,0.491,,3.87,2.075,3.62,0.571,0.381,,0.662,0.803,0.745,,,
2026-04-28,Southampton,Ipswich Town,England/Championship,9.57,2.913,8.04,0.643,0.509,,5.73,2.288,4.43,0.704,0.54,,4.29,2.075,3.62,0.648,0.46,,0.761,0.835,0.806,,,
2026-04-28,Northampton,Barnsley,England/League_One,8.68,3.114,7.69,0.523,,,3.89,2.308,4.33,0.396,0.243,,4.55,2.234,3.36,0.681,0.509,,0.648,0.567,0.821,0.758,,
2026-04-28,Peterboro,Mansfield,England/League_One,8.3,3.114,7.69,0.474,,,5.21,2.308,4.33,0.622,0.451,,3.65,2.234,3.36,0.527,0.352,,0.601,0.771,0.697,0.718,,
2026-04-28,Stockport,Port Vale,England/League_One,8.44,3.114,7.69,0.492,,,5.23,2.308,4.33,0.624,0.453,,3.16,2.234,3.36,0.44,0.275,,0.619,0.773,0.617,0.733,,
2026-05-01,Cercle Brugge,SV Zulte Waregem,Belgium/First_Division_A,9.23,3.11,8.85,0.593,0.465,0.342,5.01,2.264,4.79,0.588,0.413,0.254,4.22,2.261,4.06,0.625,0.45,0.285,,,,,,
2026-05-01,Leeds,Burnley,England/Premier_League,8.58,2.876,8.33,0.511,0.374,,5.23,2.071,4.43,0.639,0.449,,3.46,2.047,3.9,0.492,0.306,0.16,0.646,0.799,,,,
2026-05-01,Nantes,Marseille,France/Ligue_1,9.19,3.15,8.49,0.587,0.461,,3.68,2.307,4.68,0.36,0.215,,5.51,2.198,3.81,0.82,0.677,0.502,0.705,0.53,,,,
2026-05-01,Bari,Virtus Entella,Italy/Serie_B,7.33,3.122,8.36,0.354,0.243,,4.4,2.426,4.7,0.483,0.325,,3.53,2.092,3.66,0.506,0.321,,0.478,0.644,0.689,,,
2026-05-01,Carrarese,Cesena,Italy/Serie_B,8.18,3.122,8.36,0.46,0.337,,5.18,2.426,4.7,0.611,0.448,,3.59,2.092,3.66,0.518,0.332,,0.587,0.756,0.699,,,
2026-05-01,Empoli,Avellino,Italy/Serie_B,7.9,3.122,8.36,0.424,0.304,,4.06,2.426,4.7,0.428,0.276,,3.66,2.092,3.66,0.531,0.345,,0.551,0.591,0.711,,,
2026-05-01,Juve Stabia,Frosinone,Italy/Serie_B,7.49,3.122,8.36,0.373,0.26,,4.17,2.426,4.7,0.446,0.292,,3.99,2.092,3.66,0.592,0.403,,0.499,0.608,0.761,,,
2026-05-01,Mantova,Monza,Italy/Serie_B,7.98,3.122,8.36,0.434,0.313,,3.71,2.426,4.7,0.373,0.231,,4.12,2.092,3.66,0.617,0.428,,0.561,0.535,0.781,,,
2026-05-01,Modena,Reggiana,Italy/Serie_B,8.38,3.122,8.36,0.484,0.36,,4.72,2.426,4.7,0.536,0.374,,3.48,2.092,3.66,0.496,0.312,,0.611,0.692,0.68,,,
2026-05-01,Padova,Pescara,Italy/Serie_B,7.68,3.122,8.36,0.396,0.28,,4.01,2.426,4.7,0.42,0.27,,4.13,2.092,3.66,0.618,0.43,,0.522,0.583,0.782,,,
2026-05-01,Palermo,Catanzaro,Italy/Serie_B,8.18,3.122,8.36,0.459,0.336,,4.32,2.426,4.7,0.47,0.313,,3.81,2.092,3.66,0.559,0.371,,0.586,0.632,0.734,,,
2026-05-01,Sampdoria,Sudtirol,Italy/Serie_B,8.43,3.122,8.36,0.492,0.366,,4.25,2.426,4.7,0.459,0.303,,3.96,2.092,3.66,0.588,0.399,,0.618,0.621,0.758,,,
2026-05-01,Spezia,Venezia,Italy/Serie_B,8.3,3.122,8.36,0.475,0.351,,3.38,2.426,4.7,0.322,0.191,,4.15,2.092,3.66,0.622,0.433,,0.601,0.48,0.785,,,
2026-05-01,Ayr,St Johnstone,Scotland/Championship,8.34,2.934,7.35,0.479,,,3.19,2.093,3.81,0.266,0.135,,4.52,2.08,3.53,0.688,0.504,,0.613,0.441,0.834,0.735,,
2026-05-01,Dunfermline,Arbroath,Scotland/Championship,8.32,2.934,7.35,0.475,,,5.14,2.093,3.81,0.62,0.432,,3.91,2.08,3.53,0.578,0.388,,0.61,0.783,0.751,0.732,,
2026-05-01,Morton,Airdrie Utd,Scotland/Championship,8.4,2.934,7.35,0.486,,,4.69,2.093,3.81,0.537,0.35,,3.83,2.08,3.53,0.562,0.373,,0.62,0.716,0.738,0.741,,
2026-05-01,Partick,Queens Park,Scotland/Championship,8.45,2.934,7.35,0.493,,,5.45,2.093,3.81,0.675,0.49,,3.41,2.08,3.53,0.482,0.299,,0.626,0.824,0.668,0.746,,
2026-05-01,Raith Rvs,Ross County,Scotland/Championship,8.45,2.934,7.35,0.493,,,4.42,2.093,3.81,0.485,0.303,,3.71,2.08,3.53,0.541,0.352,,0.626,0.67,0.72,0.746,,
2026-05-01,Livingston,Aberdeen,Scotland/Premiership,8.18,3.102,8.75,0.459,0.335,0.227,4.03,2.254,4.94,0.417,0.257,0.136,3.62,2.248,3.81,0.521,0.347,0.201,,,,,,
2026-05-01,Girona,Mallorca,Spain/La_Liga,8.02,2.833,8.7,0.433,0.301,,4.67,2.082,4.88,0.533,0.346,0.19,3.31,2.061,3.83,0.463,0.282,0.144,0.573,,,,,
2026-05-01,Deportivo La Coruña,Leganés,Spain/Segunda_Division,7.3,3.33,8.54,0.359,0.254,,4.91,2.342,4.77,0.569,0.4,0.248,2.91,2.151,3.77,0.392,0.23,0.115,0.476,,,,,
2026-05-01,FC Andorra,Albacete,Spain/Segunda_Division,7.16,3.33,8.54,0.343,0.241,,4.93,2.342,4.77,0.573,0.404,0.251,2.99,2.151,3.77,0.406,0.241,0.121,0.459,,,,,
2026-05-01,Zaragoza,Granada,Spain/Segunda_Division,7.71,3.33,8.54,0.406,0.295,,4.07,2.342,4.77,0.427,0.27,0.15,3.52,2.151,3.77,0.503,0.324,0.178,0.525,,,,,
2026-05-02,RC Sporting Charleroi,Genk,Belgium/First_Division_A,9.2,3.11,8.85,0.589,0.462,0.338,4.25,2.264,4.79,0.455,0.29,0.16,4.4,2.261,4.06,0.655,0.482,0.313,,,,,,
2026-05-02,Sint-Truidense VV,Royale Union Saint-Gilloise,Belgium/First_Division_A,9.2,3.11,8.85,0.589,0.462,0.338,4.01,2.264,4.79,0.414,0.255,0.135,4.48,2.261,4.06,0.667,0.496,0.325,,,,,,
2026-05-02,Westerlo,Oud-Heverlee Leuven,Belgium/First_Division_A,9.21,3.11,8.85,0.59,0.463,0.339,5.75,2.264,4.79,0.71,0.544,0.37,3.73,2.261,4.06,0.54,0.366,0.216,,,,,,
2026-05-02,Blackburn,Leicester City,England/Championship,9.14,2.913,8.04,0.587,0.451,,5.15,2.288,4.43,0.611,0.438,,4.12,2.075,3.62,0.618,0.427,,0.713,0.764,0.783,,,
2026-05-02,Bristol City,Stoke,England/Championship,7.9,2.913,8.04,0.419,0.292,,4.59,2.288,4.43,0.515,0.345,,3.52,2.075,3.62,0.504,0.318,,0.555,0.682,0.688,,,
2026-05-02,Derby,Sheffield United,England/Championship,8.49,2.913,8.04,0.498,0.364,,4.52,2.288,4.43,0.503,0.334,,3.68,2.075,3.62,0.535,0.347,,0.633,0.672,0.715,,,
2026-05-02,Derby,Sheffield Utd,England/Championship,9.03,2.913,8.04,0.572,0.435,,5.06,2.288,4.43,0.597,0.424,,4.42,2.075,3.62,0.671,0.484,,0.7,0.752,0.822,,,
2026-05-02,Hull,Norwich,England/Championship,8.45,2.913,8.04,0.493,0.359,,4.53,2.288,4.43,0.505,0.336,,3.96,2.075,3.62,0.588,0.397,,0.628,0.674,0.759,,,
2026-05-02,Ipswich,QPR,England/Championship,8.38,2.913,8.04,0.483,0.35,,4.91,2.288,4.43,0.571,0.398,,3.61,2.075,3.62,0.521,0.334,,0.618,0.731,0.703,,,
2026-05-02,Ipswich Town,QPR,England/Championship,8.29,2.913,8.04,0.471,0.339,,5.15,2.288,4.43,0.612,0.439,,3.66,2.075,3.62,0.531,0.343,,0.607,0.764,0.712,,,
2026-05-02,Millwall,Oxford,England/Championship,8.02,2.913,8.04,0.434,0.305,,4.69,2.288,4.43,0.533,0.362,,2.83,2.075,3.62,0.373,0.21,,0.571,0.699,0.563,,,
2026-05-02,Portsmouth,Birmingham,England/Championship,8.5,2.913,8.04,0.5,0.365,,5.13,2.288,4.43,0.608,0.435,,3.88,2.075,3.62,0.572,0.382,,0.634,0.761,0.746,,,
2026-05-02,Preston NE,Southampton,England/Championship,8.94,2.913,8.04,0.561,0.424,,4.8,2.288,4.43,0.553,0.38,,4.6,2.075,3.62,0.701,0.519,,0.69,0.715,0.844,,,
2026-05-02,Sheffield Wed,West Brom,England/Championship,8.61,2.913,8.04,0.515,0.38,,5.04,2.288,4.43,0.594,0.421,,3.79,2.075,3.62,0.556,0.367,,0.648,0.75,0.734,,,
2026-05-02,Sheffield Weds,West Brom,England/Championship,8.27,2.913,8.04,0.468,0.336,,3.9,2.288,4.43,0.397,0.242,,4.91,2.075,3.62,0.752,0.579,,0.604,0.57,0.878,,,
2026-05-02,Swansea,Charlton,England/Championship,7.65,2.913,8.04,0.385,0.262,,4.61,2.288,4.43,0.519,0.349,,3.01,2.075,3.62,0.408,0.237,,0.52,0.686,0.598,,,
2026-05-02,Watford,Coventry,England/Championship,8.97,2.913,8.04,0.564,0.427,,4.22,2.288,4.43,0.452,0.288,,4.49,2.075,3.62,0.683,0.497,,0.693,0.624,0.831,,,
2026-05-02,Wrexham,Middlesbrough,England/Championship,8.79,2.913,8.04,0.539,0.403,,4.37,2.288,4.43,0.478,0.311,,4.36,2.075,3.62,0.661,0.474,,0.671,0.648,0.815,,,
2026-05-02,AFC Wimbledon,Huddersfield,England/League_One,8.95,3.114,7.69,0.558,,,4.62,2.308,4.33,0.52,0.351,,4.65,2.234,3.36,0.696,0.527,,0.679,0.686,0.832,0.784,,
2026-05-02,Barnsley,Stockport,England/League_One,8.79,3.114,7.69,0.538,,,4.19,2.308,4.33,0.446,0.285,,4.56,2.234,3.36,0.683,0.511,,0.661,0.617,0.822,0.769,,
2026-05-02,Bolton,Luton,England/League_One,8.7,3.114,7.69,0.526,,,4.45,2.308,4.33,0.491,0.324,,3.99,2.234,3.36,0.587,0.41,,0.65,0.659,0.748,0.76,,
2026-05-02,Exeter,Bradford,England/League_One,8.25,3.114,7.69,0.468,,,4.03,2.308,4.33,0.419,0.262,,4.6,2.234,3.36,0.689,0.518,,0.596,0.59,0.826,0.713,,
2026-05-02,Leyton Orient,Burton,England/League_One,8.25,3.114,7.69,0.468,,,4.42,2.308,4.33,0.487,0.32,,3.57,2.234,3.36,0.513,0.339,,0.595,0.655,0.684,0.713,,
2026-05-02,Mansfield,Cardiff,England/League_One,9.76,3.114,7.69,0.657,,,4.84,2.308,4.33,0.558,0.387,,4.92,2.234,3.36,0.738,0.575,,0.766,0.719,0.861,0.852,,
2026-05-02,Northampton,Plymouth,England/League_One,8.98,3.114,7.69,0.562,,,3.25,2.308,4.33,0.295,0.165,,5.82,2.234,3.36,0.85,0.723,,0.683,0.458,0.931,0.788,,
2026-05-02,Peterboro,Doncaster,England/League_One,9.07,3.114,7.69,0.573,,,5.62,2.308,4.33,0.687,0.521,,3.94,2.234,3.36,0.578,0.401,,0.693,0.821,0.74,0.796,,
2026-05-02,Port Vale,Lincoln,England/League_One,7.88,3.114,7.69,0.421,,,3.37,2.308,4.33,0.312,0.178,,4.71,2.234,3.36,0.706,0.537,,0.549,0.477,0.839,0.671,,
2026-05-02,Reading,Blackpool,England/League_One,8.09,3.114,7.69,0.447,,,4.56,2.308,4.33,0.511,0.342,,3.51,2.234,3.36,0.501,0.328,,0.575,0.677,0.674,0.695,,
2026-05-02,Stevenage,Wigan,England/League_One,8.47,3.114,7.69,0.496,,,4.97,2.308,4.33,0.58,0.409,,3.73,2.234,3.36,0.54,0.365,,0.622,0.738,0.708,0.736,,
2026-05-02,Wycombe,Rotherham,England/League_One,9.17,3.114,7.69,0.585,,,6.04,2.308,4.33,0.748,0.592,,3.49,2.234,3.36,0.498,0.325,,0.704,0.864,0.671,0.804,,
2026-05-02,Barrow,Newport County,England/League_Two,8.04,2.954,7.87,0.438,0.31,,3.87,2.277,4.23,0.391,0.237,,3.58,2.066,3.64,0.515,0.328,,0.572,0.565,0.699,,,
2026-05-02,Bromley,Walsall,England/League_Two,8.26,2.954,7.87,0.468,0.338,,4.95,2.277,4.23,0.579,0.405,,3.13,2.066,3.64,0.43,0.254,,0.602,0.738,0.62,,,
2026-05-02,Cheltenham,Colchester,England/League_Two,7.99,2.954,7.87,0.431,0.305,,4.07,2.277,4.23,0.425,0.265,,3.79,2.066,3.64,0.556,0.366,,0.566,0.599,0.734,,,
2026-05-02,Crawley Town,Salford,England/League_Two,7.86,2.954,7.87,0.414,0.289,,4.05,2.277,4.23,0.421,0.262,,3.96,2.066,3.64,0.588,0.396,,0.548,0.595,0.76,,,
2026-05-02,Crewe,Cambridge,England/League_Two,7.55,2.954,7.87,0.373,0.254,,3.81,2.277,4.23,0.38,0.229,,3.66,2.066,3.64,0.531,0.342,,0.506,0.554,0.713,,,
2026-05-02,Fleetwood Town,Milton Keynes Dons,England/League_Two,8.03,2.954,7.87,0.437,0.309,,3.91,2.277,4.23,0.397,0.242,,3.63,2.066,3.64,0.526,0.337,,0.571,0.571,0.708,,,
2026-05-02,Gillingham,Shrewsbury,England/League_Two,7.78,2.954,7.87,0.403,0.28,,4.63,2.277,4.23,0.523,0.352,,3.88,2.066,3.64,0.573,0.382,,0.537,0.691,0.748,,,
2026-05-02,Harrogate,Barnet,England/League_Two,8.87,2.954,7.87,0.549,0.415,,3.92,2.277,4.23,0.399,0.244,,4.78,2.066,3.64,0.732,0.554,,0.678,0.573,0.865,,,
2026-05-02,Notts County,Bristol Rvs,England/League_Two,8.91,2.954,7.87,0.555,0.42,,4.78,2.277,4.23,0.549,0.376,,3.53,2.066,3.64,0.506,0.32,,0.683,0.713,0.691,,,
2026-05-02,Oldham,Accrington,England/League_Two,8.27,2.954,7.87,0.469,0.339,,4.93,2.277,4.23,0.576,0.402,,3.21,2.066,3.64,0.443,0.266,,0.603,0.736,0.634,,,
2026-05-02,Swindon,Chesterfield,England/League_Two,7.7,2.954,7.87,0.393,0.271,,3.75,2.277,4.23,0.372,0.222,,3.57,2.066,3.64,0.513,0.326,,0.527,0.544,0.697,,,
2026-05-02,Tranmere,Grimsby,England/League_Two,8.02,2.954,7.87,0.435,0.308,,3.92,2.277,4.23,0.4,0.244,,4.13,2.066,3.64,0.619,0.429,,0.57,0.573,0.785,,,
2026-05-02,Arsenal,Fulham,England/Premier_League,8.46,2.876,8.33,0.494,0.359,,5.59,2.071,4.43,0.701,0.517,,2.95,2.047,3.9,0.394,0.225,0.107,0.631,0.844,,,,
2026-05-02,Bournemouth,Crystal Palace,England/Premier_League,8.49,2.876,8.33,0.499,0.363,,4.67,2.071,4.43,0.533,0.345,,3.51,2.047,3.9,0.503,0.315,0.166,0.635,0.715,,,,
2026-05-02,Brentford,West Ham,England/Premier_League,8.23,2.876,8.33,0.462,0.329,,4.36,2.071,4.43,0.474,0.292,,3.19,2.047,3.9,0.439,0.26,0.129,0.6,0.662,,,,
2026-05-02,Newcastle,Brighton,England/Premier_League,9.63,2.876,8.33,0.652,0.517,,4.95,2.071,4.43,0.586,0.395,,4.44,2.047,3.9,0.678,0.489,0.303,0.77,0.758,,,,
2026-05-02,Wolves,Sunderland,England/Premier_League,8.39,2.876,8.33,0.484,0.349,,4.36,2.071,4.43,0.473,0.291,,4.09,2.047,3.9,0.613,0.42,0.245,0.621,0.661,,,,
2026-05-02,Metz,Monaco,France/Ligue_1,8.54,3.15,8.49,0.505,0.38,,3.9,2.307,4.68,0.397,0.244,,5.46,2.198,3.81,0.814,0.669,0.493,0.629,0.569,,,,
2026-05-02,Nice,Lens,France/Ligue_1,9.03,3.15,8.49,0.567,0.441,,4.15,2.307,4.68,0.44,0.279,,4.92,2.198,3.81,0.741,0.576,0.397,0.687,0.611,,,,
2026-05-02,Paris SG,Lorient,France/Ligue_1,9.53,3.15,8.49,0.628,0.504,,7.04,2.307,4.68,0.865,0.748,,2.91,2.198,3.81,0.393,0.234,0.119,0.74,0.938,,,,
2026-05-02,Amiens,Red Star,France/Ligue_2,7.73,3.087,7.74,0.402,,,4.04,2.295,4.07,0.421,0.263,,4.21,2.0,3.66,0.639,0.442,,0.53,0.593,0.804,0.655,,
2026-05-02,Boulogne,Annecy,France/Ligue_2,7.79,3.087,7.74,0.409,,,4.15,2.295,4.07,0.439,0.278,,3.42,2.0,3.66,0.485,0.295,,0.537,0.611,0.678,0.662,,
