Date,HomeTeam,AwayTeam,liga,TOT_SHOTS_pred,TOT_SHOTS_sigma,TOT_SHOTS_avg2y,TOT_SHOTS_P_over_8.5,TOT_SHOTS_P_over_9.5,TOT_SHOTS_P_over_10.5,H_SHOTS_pred,H_SHOTS_sigma,H_SHOTS_avg2y,H_SHOTS_P_over_4.5,H_SHOTS_P_over_5.5,H_SHOTS_P_over_6.5,A_SHOTS_pred,A_SHOTS_sigma,A_SHOTS_avg2y,A_SHOTS_P_over_3.5,A_SHOTS_P_over_4.5,A_SHOTS_P_over_5.5,TOT_SHOTS_P_over_7.5,H_SHOTS_P_over_3.5,A_SHOTS_P_over_2.5,TOT_SHOTS_P_over_6.5,TOT_SHOTS_P_over_11.5,A_SHOTS_P_over_6.5
2026-05-24,Nott'm Forest,Bournemouth,England/Premier_League,8.44,2.876,8.33,0.492,0.356,,4.36,2.071,4.43,0.474,0.291,,4.13,2.047,3.9,0.62,0.427,0.251,0.628,0.661,,,,
2026-05-24,Sunderland,Chelsea,England/Premier_League,8.8,2.876,8.33,0.542,0.404,,4.13,2.071,4.43,0.43,0.255,,4.3,2.047,3.9,0.652,0.462,0.279,0.675,0.62,,,,
2026-05-24,Tottenham,Everton,England/Premier_League,9.69,2.876,8.33,0.661,0.527,,4.36,2.071,4.43,0.472,0.29,,5.11,2.047,3.9,0.784,0.617,0.425,0.777,0.66,,,,
2026-05-24,West Ham,Leeds,England/Premier_League,8.78,2.876,8.33,0.539,0.401,,4.32,2.071,4.43,0.465,0.284,,4.2,2.047,3.9,0.633,0.441,0.262,0.672,0.653,,,,
2026-05-24,Bologna,Inter,Italy/Serie_A,7.54,2.825,8.07,0.367,0.244,,3.35,2.262,4.43,0.305,0.171,,4.5,1.933,3.64,0.698,0.5,,0.505,0.473,0.85,,,
2026-05-24,Cremonese,Como,Italy/Serie_A,9.45,2.825,8.07,0.632,0.493,,3.9,2.262,4.43,0.395,0.239,,5.26,1.933,3.64,0.819,0.653,,0.755,0.57,0.924,,,
2026-05-24,Fiorentina,Atalanta,Italy/Serie_A,8.75,2.825,8.07,0.536,0.396,,3.66,2.262,4.43,0.355,0.208,,4.16,1.933,3.64,0.633,0.429,,0.671,0.528,0.804,,,
2026-05-24,Lazio,Pisa,Italy/Serie_A,9.76,2.825,8.07,0.672,0.537,,5.53,2.262,4.43,0.676,0.506,,3.41,1.933,3.64,0.481,0.286,,0.788,0.816,0.681,,,
2026-05-24,Lecce,Genoa,Italy/Serie_A,8.2,2.825,8.07,0.458,0.323,,3.54,2.262,4.43,0.336,0.194,,4.23,1.933,3.64,0.646,0.444,,0.598,0.508,0.814,,,
2026-05-24,Milan,Cagliari,Italy/Serie_A,8.81,2.825,8.07,0.544,0.403,,5.98,2.262,4.43,0.743,0.584,,3.21,1.933,3.64,0.44,0.252,,0.679,0.864,0.643,,,
2026-05-24,Napoli,Udinese,Italy/Serie_A,9.07,2.825,8.07,0.58,0.44,,5.78,2.262,4.43,0.714,0.549,,3.13,1.933,3.64,0.425,0.24,,0.711,0.843,0.628,,,
2026-05-24,Parma,Sassuolo,Italy/Serie_A,8.82,2.825,8.07,0.544,0.404,,4.1,2.262,4.43,0.43,0.268,,3.87,1.933,3.64,0.575,0.371,,0.679,0.605,0.76,,,
2026-05-24,Torino,Juventus,Italy/Serie_A,8.82,2.825,8.07,0.545,0.405,,3.38,2.262,4.43,0.31,0.174,,5.45,1.933,3.64,0.843,0.688,,0.68,0.478,0.936,,,
2026-05-24,Verona,Roma,Italy/Serie_A,8.75,2.825,8.07,0.535,0.395,,3.25,2.262,4.43,0.29,0.16,,4.83,1.933,3.64,0.755,0.569,,0.671,0.455,0.886,,,
2026-05-24,Alaves,Vallecano,Spain/La_Liga,8.46,2.833,8.7,0.494,0.356,,4.74,2.082,4.88,0.545,0.357,0.198,3.55,2.061,3.83,0.51,0.322,0.172,0.632,,,,,
2026-05-24,Betis,Levante,Spain/La_Liga,8.72,2.833,8.7,0.531,0.391,,5.08,2.082,4.88,0.61,0.42,0.247,3.5,2.061,3.83,0.499,0.313,0.166,0.666,,,,,
2026-05-24,Celta,Sevilla,Spain/La_Liga,8.81,2.833,8.7,0.544,0.404,,5.51,2.082,4.88,0.686,0.501,0.317,3.45,2.061,3.83,0.491,0.306,0.16,0.678,,,,,
2026-05-24,Espanol,Sociedad,Spain/La_Liga,8.15,2.833,8.7,0.45,0.316,,4.09,2.082,4.88,0.423,0.25,0.124,3.83,2.061,3.83,0.563,0.372,0.208,0.59,,,,,
2026-05-24,Getafe,Osasuna,Spain/La_Liga,8.57,2.833,8.7,0.51,0.372,,4.5,2.082,4.88,0.501,0.316,0.169,4.02,2.061,3.83,0.599,0.407,0.236,0.648,,,,,
2026-05-24,Girona,Elche,Spain/La_Liga,8.26,2.833,8.7,0.466,0.33,,4.69,2.082,4.88,0.536,0.348,0.192,3.38,2.061,3.83,0.478,0.294,0.152,0.605,,,,,
2026-05-24,Mallorca,Oviedo,Spain/La_Liga,8.81,2.833,8.7,0.543,0.404,,5.52,2.082,4.88,0.687,0.503,0.318,3.93,2.061,3.83,0.583,0.391,0.223,0.678,,,,,
2026-05-24,Real Madrid,Ath Bilbao,Spain/La_Liga,10.26,2.833,8.7,0.733,0.606,,6.29,2.082,4.88,0.804,0.647,0.459,3.57,2.061,3.83,0.513,0.325,0.174,0.835,,,,,
2026-05-24,Valencia,Barcelona,Spain/La_Liga,9.68,2.833,8.7,0.661,0.525,,3.65,2.082,4.88,0.342,0.188,0.086,6.1,2.061,3.83,0.897,0.782,0.615,0.779,,,,,
2026-05-24,Villarreal,Ath Madrid,Spain/La_Liga,8.22,2.833,8.7,0.461,0.326,,4.78,2.082,4.88,0.554,0.366,0.205,3.35,2.061,3.83,0.47,0.288,0.148,0.601,,,,,
2026-05-24,Albacete,Real Sociedad B U21,Spain/Segunda_Division,6.71,3.33,8.54,0.295,0.201,,3.75,2.342,4.77,0.375,0.228,0.12,2.83,2.151,3.77,0.377,0.218,0.107,0.406,,,,,
2026-05-24,Cadiz,Leganés,Spain/Segunda_Division,6.79,3.33,8.54,0.304,0.208,,3.5,2.342,4.77,0.334,0.196,0.1,3.45,2.151,3.77,0.491,0.313,0.17,0.416,,,,,
2026-05-24,Cultural Leonesa,Burgos,Spain/Segunda_Division,6.96,3.33,8.54,0.322,0.223,,4.42,2.342,4.77,0.486,0.322,0.187,3.74,2.151,3.77,0.545,0.363,0.207,0.436,,,,,
2026-05-24,Eibar,Cordoba,Spain/Segunda_Division,8.0,3.33,8.54,0.44,0.326,,4.88,2.342,4.77,0.564,0.395,0.244,3.27,2.151,3.77,0.458,0.284,0.15,0.56,,,,,
2026-05-24,FC Andorra,Ceuta,Spain/Segunda_Division,6.74,3.33,8.54,0.298,0.204,,4.4,2.342,4.77,0.483,0.319,0.185,2.88,2.151,3.77,0.386,0.225,0.111,0.41,,,,,
2026-05-24,Huesca,Castellon,Spain/Segunda_Division,7.04,3.33,8.54,0.33,0.23,,3.26,2.342,4.77,0.298,0.169,0.083,3.67,2.151,3.77,0.531,0.349,0.197,0.445,,,,,
2026-05-24,Las Palmas,Zaragoza,Spain/Segunda_Division,8.41,3.33,8.54,0.489,0.372,,5.01,2.342,4.77,0.587,0.418,0.263,3.03,2.151,3.77,0.413,0.246,0.125,0.608,,,,,
2026-05-24,Mirandes,Granada,Spain/Segunda_Division,7.51,3.33,8.54,0.383,0.275,,4.55,2.342,4.77,0.509,0.343,0.203,3.63,2.151,3.77,0.525,0.344,0.193,0.501,,,,,
2026-05-24,Málaga CF,Racing Santander,Spain/Segunda_Division,7.3,3.33,8.54,0.359,0.254,,4.89,2.342,4.77,0.565,0.396,0.245,2.91,2.151,3.77,0.392,0.23,0.115,0.476,,,,,
2026-05-24,Sp Gijon,Almeria,Spain/Segunda_Division,8.14,3.33,8.54,0.457,0.342,,4.27,2.342,4.77,0.46,0.299,0.17,3.7,2.151,3.77,0.537,0.355,0.201,0.576,,,,,
2026-05-24,Valladolid,Deportivo La Coruña,Spain/Segunda_Division,6.33,3.33,8.54,0.258,0.171,,3.65,2.342,4.77,0.358,0.215,0.112,2.97,2.151,3.77,0.403,0.238,0.12,0.363,,,,,
2026-05-31,Almeria,Valladolid,Spain/Segunda_Division,7.99,3.33,8.54,0.439,0.325,,5.01,2.342,4.77,0.586,0.417,0.262,2.95,2.151,3.77,0.399,0.235,0.118,0.558,,,,,
2026-05-31,Burgos,FC Andorra,Spain/Segunda_Division,6.3,3.33,8.54,0.254,0.168,,4.61,2.342,4.77,0.519,0.352,0.21,2.87,2.151,3.77,0.386,0.225,0.111,0.359,,,,,
2026-05-31,Castellon,Eibar,Spain/Segunda_Division,7.59,3.33,8.54,0.392,0.283,,4.53,2.342,4.77,0.506,0.34,0.201,3.17,2.151,3.77,0.439,0.268,0.14,0.511,,,,,
2026-05-31,Ceuta,Albacete,Spain/Segunda_Division,7.19,3.33,8.54,0.347,0.244,,3.41,2.342,4.77,0.321,0.186,0.094,3.12,2.151,3.77,0.429,0.26,0.134,0.462,,,,,
2026-05-31,Cordoba,Huesca,Spain/Segunda_Division,8.33,3.33,8.54,0.479,0.362,,5.14,2.342,4.77,0.608,0.439,0.281,3.27,2.151,3.77,0.458,0.284,0.15,0.598,,,,,
2026-05-31,Deportivo La Coruña,Las Palmas,Spain/Segunda_Division,6.67,3.33,8.54,0.292,0.198,,4.31,2.342,4.77,0.468,0.306,0.175,3.37,2.151,3.77,0.476,0.3,0.161,0.402,,,,,
2026-05-31,Granada,Sp Gijon,Spain/Segunda_Division,7.85,3.33,8.54,0.423,0.311,,4.58,2.342,4.77,0.514,0.348,0.207,3.21,2.151,3.77,0.446,0.274,0.143,0.542,,,,,
2026-05-31,Leganés,Mirandes,Spain/Segunda_Division,7.17,3.33,8.54,0.345,0.242,,4.88,2.342,4.77,0.565,0.396,0.245,3.48,2.151,3.77,0.495,0.317,0.173,0.461,,,,,
2026-05-31,Racing Santander,Cadiz,Spain/Segunda_Division,7.19,3.33,8.54,0.347,0.244,,4.71,2.342,4.77,0.535,0.367,0.222,2.93,2.151,3.77,0.396,0.233,0.116,0.462,,,,,
2026-05-31,Real Sociedad B U21,Cultural Leonesa,Spain/Segunda_Division,7.48,3.33,8.54,0.379,0.272,,5.43,2.342,4.77,0.654,0.487,0.323,3.01,2.151,3.77,0.41,0.244,0.123,0.497,,,,,
2026-05-31,Zaragoza,Málaga CF,Spain/Segunda_Division,6.98,3.33,8.54,0.324,0.224,,4.52,2.342,4.77,0.504,0.339,0.199,3.39,2.151,3.77,0.479,0.303,0.163,0.438,,,,,
