Feature_Clean,LightGBM,XGBoost,CatBoost,Mean,Std,Original_Feature
LM_sos_diff,270,0.0022237196,0.3157731404418426,0.0038216205313893192,0.0020136693254844806,LM_sos_diff
RLHF_percentile_diff,155,0.0031084812,0.48375961081057395,0.003812801933461466,0.0009080125976104633,RLHF_percentile_diff
WL_CON_certainty_diff,221,0.002408299,0.3974515185642584,0.0037873994559125385,0.0012957154407039922,WL_CON_certainty_diff
RLHF_reward_abs,188,0.002560579,0.4373983087809948,0.0037234728164042322,0.001009460639567382,RLHF_reward_abs
RN_DEEP_gpg_diff,12,0.005378787,0.550218239435821,0.003717114589151462,0.0029856026465750383,RN_DEEP_gpg_diff
SIAM_8D_cosine_sim,279,0.0023637086,0.24537482249688805,0.00370121591135578,0.0022391064300518633,SIAM_8D_cosine_sim
RN_gpg_diff,61,0.003588106,0.5956838998094953,0.003639781850513285,0.0022916564545431796,RN_gpg_diff
TMP_certainty_diff,175,0.0024506736,0.4466658057608387,0.003620094362599325,0.0010460522930711446,TMP_certainty_diff
LM_gcpg_diff,198,0.002566075,0.3770218723387723,0.0035991538486427853,0.0009590574046321878,LM_gcpg_diff
TMP_ordinal_diff,93,0.0037718785,0.49175185318735415,0.0035949314712718527,0.0014193574129038042,TMP_ordinal_diff
LNET_gdpg_diff,4,0.0072565554,0.3344104046118778,0.0035635949598032866,0.0035882541443183914,LNET_gdpg_diff
LM_LONG_away_wr_diff,186,0.0023614361,0.3929324803462536,0.0034938516663376245,0.0009893759233293516,LM_LONG_away_wr_diff
WL_CON_mu_diff,137,0.0026644352,0.4710590540011904,0.003487264500954209,0.0010802712701904313,WL_CON_mu_diff
LM_LONG_dr_diff,216,0.0022392166,0.3282240272925268,0.003462728458793703,0.001323021552515977,LM_LONG_dr_diff
BARS_SLOW_mu_diff,89,0.005844456,0.2434941064199893,0.003428223397843378,0.0021035189209445706,BARS_SLOW_mu_diff
LNET_ppg_diff,165,0.0026494223,0.3768267679861143,0.0033784433006031097,0.0006318577390169291,LNET_ppg_diff
RLHF_reward_diff,70,0.0032546292,0.526396664040017,0.003365258895423153,0.0018458811531511079,RLHF_reward_diff
BARS_SLOW_p_home_win,50,0.004982546,0.3914582824080406,0.003341228951870997,0.001990907828650698,BARS_SLOW_p_home_win
LMLE_score_diff,66,0.0032828883,0.49539148584409587,0.003241286477101616,0.0017338038809988291,LMLE_score_diff
TS_home_win_prob,98,0.003014125,0.4270086973321362,0.0031640882984342775,0.0010391646084758836,TS_home_win_prob
LNET_percentile_diff,195,0.0025537922,0.24307833747846694,0.0031260500000479963,0.0010994297842899811,LNET_percentile_diff
TMF_sigma_diff,173,0.0021277845,0.3313726757797251,0.0031131334599699017,0.0009019397606846913,TMF_sigma_diff
PL_ordinal_diff,126,0.0025812953,0.3902921002420315,0.003107713816059649,0.0007006133389399691,PL_ordinal_diff
LM_LONG_gcpg_diff,101,0.0021850727,0.46387614049433334,0.003033160165328015,0.001391228728771749,LM_LONG_gcpg_diff
TS_mu_diff,100,0.0038022378,0.29980558555025855,0.003017803013182836,0.0007747504300067996,TS_mu_diff
RN_DEEP_p_home_win,115,0.0026007905,0.3835337514787825,0.003009070154347017,0.0007155849896799294,RN_DEEP_p_home_win
RN_DEEP_score_diff,95,0.0033626873,0.35129933487448917,0.0030053800796824987,0.0007528041328079589,RN_DEEP_score_diff
BARS_FAST_surprise_diff,152,0.0022272314,0.3297830140519279,0.00298326549874745,0.0006578119530107334,BARS_FAST_surprise_diff
LNET_home_wr_diff,4,0.004570706,0.4281568245801448,0.002980799734692508,0.002507568997069581,LNET_home_wr_diff
LMLE_gdpg_diff,0,0.0049026166,0.399696734040534,0.002966528177910254,0.0026086907610476163,LMLE_gdpg_diff
BARS_FAST_kurtosis_diff,109,0.0022679826,0.4134465890310021,0.002952781337932564,0.00102767288377481,BARS_FAST_kurtosis_diff
TMP_mu_diff,187,0.0026747803,0.19101010108727196,0.002932735523937278,0.0011730795530410156,TMP_mu_diff
RLHF_DEEP_percentile_diff,181,0.002558725,0.19970563013247353,0.0028779731956311886,0.0010766451223276712,RLHF_DEEP_percentile_diff
WL_AGR_certainty_diff,162,0.0023557027,0.25895010146774283,0.002865083390470024,0.0006897755633606802,WL_AGR_certainty_diff
LM_form_diff,201,0.0022743586,0.17843321290078312,0.00286248401910443,0.0014636908232549778,LM_form_diff
PL_sigma_diff,99,0.002550899,0.37129873053667906,0.002831490147555411,0.0007800182344160144,PL_sigma_diff
LMLE_cs_diff,3,0.0026664848,0.5705313406501701,0.00281313065656223,0.002821719381667458,LMLE_cs_diff
mELO_2D_p_home_win,23,0.0053473185,0.2563761733842872,0.0028097657623890743,0.0024239320683207147,mELO_2D_p_home_win
WL_CON_p_home_win,98,0.0026452304,0.34809513188366487,0.0027780782177812342,0.0006467643412705716,WL_CON_p_home_win
RN_DEEP_cs_diff,87,0.0025256884,0.38173869872131894,0.0027677618868253233,0.0009519591254253082,RN_DEEP_cs_diff
WL_CON_sigma_diff,101,0.0025095323,0.34705793728358647,0.0027519193387348377,0.0006332692200564829,WL_CON_sigma_diff
LM_LONG_rank_diff,178,0.0025767712,0.16352286185255394,0.002740848231944064,0.0011961280689393762,LM_LONG_rank_diff
RN_lr_diff,109,0.002700894,0.2994257389863018,0.0027170156313097112,0.0002695428840356636,RN_lr_diff
PL_mu_diff,96,0.0023216547,0.36298986134781547,0.002704847974086029,0.0008050357949287493,PL_mu_diff
